x,y,z,t,u,u_t,u_x,u_y,u_z,u_xx,u_yy,u_zz
0.0537411384923483,0.42033217787457,0.156455904175049,0,0.765861191209547,-4.46269869564417,0.663591724230497,0.0967027871216027,0.505126983592807,-0.989687889762753,-1.58302682271964,-0.97429097033778
0.0537411384923483,0.42033217787457,0.156455904175049,0.1,0.017697252842011,-0.0408495952040463,0.0101376738522007,0.0141200531090213,0.00954527073116538,-0.00105639778440257,0.00534586195106646,-0.00194116375919095
0.0537411384923483,0.42033217787457,0.156455904175049,0.2,0.00155629959333962,-0.00357728639544157,0.000909652042717987,0.0014785940869294,0.00100382272627233,0.000153999658051046,0.000959624938327474,0.000090015330539926
0.0537411384923483,0.42033217787457,0.156455904175049,0.3,0.000209688587082211,-0.000427319032553071,0.000123758680202506,0.000194280965083277,0.000121933031462466,0.0000273810175541344,0.000192827386842181,0.0000249921201450371
0.0537411384923483,0.42033217787457,0.156455904175049,0.4,0.0000352417370069049,-0.0000546776699605714,0.0000187760936005264,0.0000271453921367869,0.0000186814667236135,0.00000481044984172828,0.0000277610257979222,0.00000448690878946219
0.0537411384923483,0.42033217787457,0.156455904175049,0.5,0.00000544080908522396,-0.00000949669766175254,0.00000259006698105605,0.00000520012484390601,0.00000236789554144088,0.000000973618669104781,0.00000319400437107288,0.000000802808598670151
0.0537411384923483,0.42033217787457,0.156455904175049,0.6,0.000000915463322863389,-0.00000162921536911928,0.000000443051819162488,0.000000849276437250113,0.000000492725752330791,0.000000125005779226624,0.000000779818580228456,0.000000147247290411086
0.0537411384923483,0.42033217787457,0.156455904175049,0.7,0.00000017321485964881,-0.00000025452250398296,0.000000073344249027357,0.0000001584776506341,0.0000000864110538842803,0.0000000283277708004332,0.000000150557153601286,0.0000000237375334354207
0.0537411384923483,0.42033217787457,0.156455904175049,0.8,0.0000000310263263468189,-0.0000000429895401444134,0.0000000147062229152008,0.0000000287448652574821,0.0000000142725387747143,0.00000000571335714403611,0.0000000265457970037048,0.00000000651168634933389
0.0537411384923483,0.42033217787457,0.156455904175049,0.9,0.00000000607962826710472,-0.00000000987032570622673,0.00000000286859333636826,0.00000000559074492326667,0.00000000254808824992956,0.00000000103197948653517,0.00000000422049318803825,0.00000000109324942358706
0.213914468175731,0.398471300972045,0.0143976612845375,0,0.772764142255439,-5.72435597388529,0.403127133172596,0.144834972784965,0.761935607307958,-1.0021129778957,-1.81758725753218,-0.713879397787848
0.213914468175731,0.398471300972045,0.0143976612845375,0.1,0.0184566864937802,-0.0483134742624491,0.00866361307910153,0.0134948316856821,0.0106574726308275,-0.00217642545849293,0.00482476361967905,-0.000768484333692553
0.213914468175731,0.398471300972045,0.0143976612845375,0.2,0.00141543335556756,-0.0033643923685823,0.000781308006037688,0.00141588868996176,0.000997563958101271,0.0000728315840436344,0.000884852143333968,0.00013576194778225
0.213914468175731,0.398471300972045,0.0143976612845375,0.3,0.000214327881343539,-0.000406493474478655,0.000108101771126501,0.000213822559454168,0.000114419961725873,0.0000172477454937472,0.000159422705235988,0.0000199586460783767
0.213914468175731,0.398471300972045,0.0143976612845375,0.4,0.0000341178027530208,-0.0000576229526684465,0.0000160896176820813,0.0000311860283912023,0.0000175713805514826,0.00000405456951940437,0.0000273922234735167,0.0000058280900795686
0.213914468175731,0.398471300972045,0.0143976612845375,0.5,0.00000524833067341624,-0.00000945852925683809,0.00000257296793642873,0.00000444083727233569,0.00000241680353454492,0.000000854924185525456,0.00000290807782865942,0.000000966028276435615
0.213914468175731,0.398471300972045,0.0143976612845375,0.6,0.000000739968581599508,-0.00000143138353655701,0.000000502413119247909,0.000000820378319457276,0.000000424617301454389,0.000000156390450380073,0.000000802087362066328,0.000000170745887478111
0.213914468175731,0.398471300972045,0.0143976612845375,0.7,0.000000143999950921766,-0.000000250086689080133,0.000000078114774788786,0.000000148978599816253,0.0000000825769490815156,0.0000000223752832088329,0.000000120070210151889,0.0000000305590336386557
0.213914468175731,0.398471300972045,0.0143976612845375,0.8,0.0000000300271345409948,-0.0000000530861541631422,0.0000000143168868141095,0.0000000296708193701781,0.0000000126413786708468,0.00000000493866685489565,0.0000000269421585003946,0.00000000608025243383317
0.213914468175731,0.398471300972045,0.0143976612845375,0.9,0.00000000533630558752185,-0.00000000877836697399412,0.00000000263105805813546,0.00000000449207491983598,0.0000000027503464611033,0.000000000913878026671368,0.00000000546250131195169,0.000000000952767108880125
0.137429781388932,0.651481013354996,0.577085990676037,0,0.882555954533201,-4.14213079230718,0.630101169261845,-0.246111834567586,-0.138858151729945,-1.28032708367542,-1.65763555465655,-1.72525684652853
0.137429781388932,0.651481013354996,0.577085990676037,0.1,0.0246794239246957,-0.067188484212459,0.0156245223690306,0.020045952963313,0.0103519745531041,-0.00252833634003296,0.00341139874818273,-0.00727720596998638
0.137429781388932,0.651481013354996,0.577085990676037,0.2,0.00263025524709681,-0.00597712701351483,0.00131049380468952,0.00198708957291648,0.0010962213452184,0.000137420055994821,0.00120498216583979,-0.0000931154710007408
0.137429781388932,0.651481013354996,0.577085990676037,0.3,0.000329827526898187,-0.000594791736135264,0.000174070779137209,0.000316609121835697,0.000135025963803166,0.0000315266819973329,0.000225101509457704,0.0000154095507549405
0.137429781388932,0.651481013354996,0.577085990676037,0.4,0.000051696685710205,-0.0000906125830834198,0.0000267206539902138,0.0000519401934638485,0.0000245658358719373,0.00000705293386450966,0.0000380369795729234,0.00000370777484900105
