x,y,z,t,u,u_t,u_x,u_y,u_z,u_xx,u_yy,u_zz
0.336134817,0.217101779,0.673707192,0.575969959,0.072047585,-0.232733056,0.032267115,0.062578925,0.017544259,-0.029162828,0.010740731,-0.039341736
0.151302367,0.695510229,0.745206331,0.441974824,0.143960899,-0.472483406,0.082247153,0.07161269,0.020468208,-0.057032668,-0.06839837,-0.101111627
0.624889261,0.011876662,0.271886606,0.91389157,0.020796112,-0.057454009,0.007048844,0.020690008,0.010202524,-0.006544664,0.011650574,-0.003928536
0.528137249,0.837644317,0.19787802,0.951555239,0.034417292,-0.08993297,0.013225171,0.02242057,0.017955136,-0.009240079,0.000283529,-0.004954973
0.911356684,0.470244399,0.741775263,0.313397667,0.242537698,-0.837551356,-0.021085244,0.141319677,0.015416405,-0.213412499,-0.132902691,-0.214265653
0.31651045,0.649831619,0.276716117,0.493163729,0.111217524,-0.369789701,0.05063198,0.06259253,0.053609673,-0.051776766,-0.039600381,-0.048985842
0.545300596,0.145463353,0.384439624,0.931749867,0.023075705,-0.063381353,0.008654726,0.021655494,0.01022527,-0.006517339,0.010559328,-0.005232357
0.57609219,0.316489681,0.779237923,0.844956075,0.039760099,-0.110073986,0.013959512,0.034013905,0.010271193,-0.013254931,0.010942135,-0.015502676
0.017177863,0.576294946,0.996351939,0.351382077,0.169004106,-0.564836883,0.11721661,0.088027123,-0.020370163,-0.059214864,-0.094663466,-0.13805786
0.288210699,0.85662216,0.955902069,0.441354443,0.168603266,-0.509931793,0.079642338,0.064149396,-0.001773893,-0.084316643,-0.097529654,-0.121918259
0.513801692,0.320480089,0.265961206,0.710251512,0.047665793,-0.143727003,0.017285488,0.039711659,0.023436748,-0.018551034,0.008265424,-0.013295839
0.134567374,0.545799352,0.228539404,0.147185937,0.364574955,-1.743630786,0.235264988,0.114081728,0.192136764,-0.307127886,-0.423249341,-0.35768835
0.429117418,0.876435564,0.938299642,0.315898653,0.265285878,-0.837270167,0.090658989,0.05985512,-0.02868999,-0.203411583,-0.220888642,-0.231290703
0.149523379,0.310372614,0.612359928,0.523800621,0.082829328,-0.276585778,0.046792284,0.066217843,0.02202076,-0.027087016,-0.000583301,-0.047666731
0.941353242,0.184961809,0.195856654,0.418729722,0.11440879,-0.395293053,-0.001935258,0.09858681,0.061835918,-0.085509141,-0.000588971,-0.052120661
0.846935311,0.607523373,0.623621005,0.295013116,0.27512626,-0.969600392,-0.013105335,0.121785333,0.043259941,-0.25177908,-0.198494753,-0.245601288
0.964784556,0.498891956,0.714411516,0.662785726,0.082874957,-0.236245007,0.008988604,0.060226899,0.020354719,-0.044421818,-0.001628622,-0.040397447
0.56170298,0.791504005,0.437950458,0.699911245,0.075347594,-0.21615843,0.025311553,0.043956281,0.030219619,-0.031157412,-0.014017117,-0.027540167
0.753955845,0.338648045,0.533863452,0.265389125,0.260897604,-1.040359666,0.002893848,0.175183277,0.058600861,-0.253075302,-0.135478185,-0.239944915
0.267163001,0.46588667,0.402398377,0.427224218,0.12889094,-0.461917965,0.062812218,0.084556605,0.049943057,-0.064551022,-0.039689347,-0.075809112
