x,y,z,t,u,u_t,u_x,u_y,u_z,u_xx,u_yy,u_zz
0.51559701,0.454321585,0.371704504,0.797925737,0.043145313,-0.123610363,0.016105062,0.033792624,0.019067241,-0.014574439,0.00588128,-0.012159654
0.216702798,0.267518333,0.927147982,0.296877092,0.192462891,-0.731129328,0.102090601,0.145388921,-0.022923169,-0.12181215,-0.066136755,-0.173235149
0.438775205,0.074878405,0.426814896,0.520743727,0.073475522,-0.250967284,0.027739727,0.069906418,0.028309819,-0.037192566,0.018845345,-0.036757681
0.187266331,0.257271711,0.030770311,0.9114221,0.019154983,-0.053051948,0.010094815,0.017033431,0.011385336,-0.002926308,0.006900507,-0.001479134
0.946725928,0.897321892,0.061352224,0.724263904,0.067835105,-0.182498528,0.009662073,0.036596175,0.040485045,-0.033437302,-0.015070347,-0.010651412
0.967605548,0.727486844,0.331341766,0.005427151,0.728418837,-2.437281227,-0.659012657,-0.308892818,0.248225518,-0.829664,-1.294894842,-1.341295159
0.142634843,0.100000409,0.774953387,0.184078442,0.261562702,-1.193092506,0.163128869,0.231434072,-0.027379263,-0.199546444,-0.096509193,-0.298419119
0.247412037,0.383513892,0.170050929,0.785230698,0.034080046,-0.09928026,0.017082621,0.027767361,0.018355995,-0.007897459,0.00616386,-0.006573324
0.369109579,0.374600136,0.263420292,0.532947397,0.08246699,-0.276491195,0.034960654,0.06273888,0.040526723,-0.037843402,-0.004934238,-0.032748419
0.668704151,0.388628876,0.598522317,0.538351759,0.102794841,-0.331263511,0.024099564,0.077457774,0.028675142,-0.059546068,-0.006830215,-0.057196974
0.163491831,0.994574908,0.66479194,0.739228628,0.068311084,-0.185652904,0.037142449,0.033970949,0.019833834,-0.01433217,-0.017633774,-0.02876878
0.302099171,0.211345989,0.617718715,0.52244054,0.083022388,-0.279402632,0.038711369,0.071664589,0.021749876,-0.035690118,0.008120273,-0.048042364
0.609024849,0.932445969,0.380216316,0.46563284,0.160633168,-0.498029639,0.040022668,0.05598331,0.065702205,-0.102259676,-0.092720444,-0.085358025
0.229844287,0.235491095,0.28802536,0.293137417,0.171957023,-0.724483386,0.089169156,0.134678844,0.079959107,-0.112060637,-0.052817621,-0.121119177
0.098401949,0.640123664,0.790459604,0.762756108,0.051717389,-0.145037987,0.029729446,0.035373116,0.012059143,-0.00844319,-0.001338861,-0.022721116
0.226745773,0.232580669,0.385550057,0.580389939,0.062070268,-0.203584931,0.031904241,0.053377759,0.025969063,-0.020975325,0.008528406,-0.026509189
0.060807689,0.267974792,0.888725328,0.597264261,0.06322144,-0.195408027,0.038669327,0.053223525,0.007780413,-0.01365711,0.00749753,-0.036351658
0.658501228,0.782969736,0.721153083,0.88072816,0.051894307,-0.136516936,0.016573155,0.033927269,0.015135464,-0.017654433,-0.000766451,-0.018532895
0.15443645,0.324408231,0.549146744,0.219363234,0.264132779,-1.179214273,0.158955443,0.17285289,0.047894414,-0.185713941,-0.168255719,-0.272688977
