x,y,z,t,u,u_t,u_x,u_y,u_z,u_xx,u_yy,u_zz
0.466137644,0.185899826,0.594524655,0.489782273,0.09648548,-0.33155068,0.034147955,0.084362566,0.025775571,-0.053126501,0.008550756,-0.058326276
0.401521232,0.691570361,0.00040413,0.899282849,0.030436213,-0.082132183,0.013211754,0.021278858,0.018523104,-0.007506434,0.001635286,-0.001968461
0.457894825,0.197644174,0.151556817,0.417439699,0.10474544,-0.387115907,0.03605961,0.089236679,0.060097369,-0.066054231,-0.002443926,-0.043987415
0.156825104,0.737312066,0.303614994,0.368078525,0.166646826,-0.593855135,0.095884358,0.067249492,0.076095554,-0.079640972,-0.107672204,-0.100063063
0.126559668,0.663830985,0.102733762,0.427361652,0.115446018,-0.398778581,0.068242275,0.058876057,0.070272657,-0.044878145,-0.055191346,-0.042442043
0.864142945,0.741286433,0.687919822,0.806917273,0.064242566,-0.17145786,0.013456568,0.041713772,0.01881225,-0.027572803,-0.003306033,-0.024882662
0.911935548,0.05402712,0.448840871,0.720429812,0.043741337,-0.127642427,0.006952564,0.042523723,0.017389373,-0.021432004,0.018802908,-0.015623948
0.285719815,0.741272095,0.205664886,0.407564814,0.148058532,-0.512514834,0.070007895,0.064605421,0.079020555,-0.079478456,-0.08439033,-0.070406755
0.65574981,0.069860333,0.55595016,0.185186351,0.298289043,-1.371971485,0.010088319,0.274346918,0.044291072,-0.34237296,-0.090387649,-0.336137649
0.957967398,0.240305746,0.932924613,0.825520038,0.044846279,-0.1198773,0.007662976,0.039836229,0.008185084,-0.01953926,0.014537233,-0.019354755
0.107970138,0.36982342,0.354959807,0.133323931,0.377430999,-1.935229851,0.2586387,0.195361982,0.137042382,-0.315078393,-0.391192102,-0.44255431
0.886226799,0.476339909,0.63860364,0.907448577,0.040145579,-0.10638154,0.009039171,0.031884762,0.013333519,-0.015307016,0.007981513,-0.012913822
0.428199046,0.632498122,0.433919504,0.659639121,0.07307607,-0.219836252,0.029380204,0.047670128,0.029150427,-0.028355317,-0.00907069,-0.028539358
0.777691209,0.303685363,0.968867371,0.80722044,0.04823706,-0.131220125,0.012080231,0.04130904,0.0077189,-0.019787843,0.012562901,-0.021577972
0.734127788,0.545059378,0.140148288,0.80976958,0.042758115,-0.11948383,0.011612599,0.031762465,0.02359513,-0.017019463,0.003421141,-0.007152851
0.408662795,0.965942688,0.435874863,0.435019161,0.17142486,-0.541841199,0.065859885,0.050562117,0.062454999,-0.099821361,-0.110210734,-0.102369986
0.201202604,0.750889191,0.706562903,0.436622132,0.153707669,-0.503211073,0.082315743,0.069660402,0.025750603,-0.067847409,-0.080360186,-0.107616328
0.878459911,0.895547207,0.797649365,0.316301051,0.285599569,-0.851619778,-0.015674122,0.059776311,0.004703252,-0.251302097,-0.239651066,-0.252084862
0.16379292,0.61703409,0.372321945,0.652935538,0.063468448,-0.192793945,0.034764025,0.041782406,0.027435144,-0.016104067,-0.007639515,-0.023286381
0.730189442,0.860237344,0.486718917,0.632666483,0.101437544,-0.291122632,0.023126675,0.052007569,0.0371167,-0.052188221,-0.030796298,-0.043879598
0.150609753,0.987790916,0.187571072,0.405545244,0.14959759,-0.480586499,0.086139386,0.036889015,0.081922039,-0.064501963,-0.105005252,-0.069239829
0.894853633,0.985591274,0.157373281,0.256546003,0.287587023,-0.891884392,-0.039261468,0.007806649,0.170087513,-0.2785106,-0.283658673,-0.183275777
0.001603824,0.418814898,0.29934831,0.434696671,0.099610339,-0.354912805,0.067873629,0.06914554,0.04621555,-0.026491981,-0.024742402,-0.051298165
0.13884314,0.32360441,0.581480615,0.374518919,0.13985556,-0.525349742,0.082374084,0.103621368,0.032811685,-0.063452794,-0.035195796,-0.104272645
0.662485828,0.225114735,0.361075291,0.749789569,0.042842832,-0.126043675,0.012583526,0.038019541,0.019041525,-0.017729971,0.012313336,-0.012962906
0.766252842,0.605385954,0.365125862,0.410905129,0.169828217,-0.577369396,0.018585149,0.092047297,0.07012256,-0.126447674,-0.078591685,-0.099527732
0.782933771,0.648263909,0.449744261,0.16397225,0.443851177,-1.792201312,-0.063773854,0.096324623,0.114845071,-0.526924863,-0.515183701,-0.506372285
0.414965968,0.448783963,0.331756332,0.98833382,0.023922121,-0.06394248,0.010367655,0.019587319,0.011171377,-0.005165737,0.006379008,-0.004442081
0.762707823,0.915563662,0.41911719,0.16426087,0.447427775,-1.554878736,-0.053164449,-0.047005374,0.132385291,-0.533714297,-0.535093186,-0.500861158
0.984007346,0.611896978,0.599818228,0.449846668,0.163656797,-0.509749914,-0.00399418,0.092111768,0.040926488,-0.116825842,-0.065079599,-0.106688628
0.281529674,0.631731827,0.647964918,0.33563525,0.212837707,-0.777761473,0.100689431,0.098042403,0.03410256,-0.13408101,-0.136552606,-0.176251061
0.494243216,0.381809014,0.612586044,0.810553976,0.042738619,-0.121355162,0.016448005,0.035045474,0.014063492,-0.013819162,0.008587935,-0.015521488
0.012275573,0.524625143,0.209533436,0.262366364,0.197492201,-0.811714538,0.144561677,0.09638352,0.106545042,-0.086908338,-0.145686839,-0.135245601
0.358107301,0.11851353,0.067945612,0.97984722,0.015530095,-0.042085503,0.007082476,0.01478182,0.008914508,-0.003083878,0.007755768,-0.001196769
0.024045145,0.224521015,0.002795233,0.560707972,0.047695175,-0.156840583,0.03049422,0.04109072,0.031119303,-0.009919078,0.005985042,-0.009111585
0.343594803,0.247739426,0.13702724,0.87227309,0.024323764,-0.068595899,0.011147611,0.021639054,0.013386149,-0.005727866,0.008413837,-0.003470002
0.606981119,0.636676478,0.859216899,0.985018803,0.036450354,-0.093546053,0.012957205,0.027054917,0.009234961,-0.010151036,0.005324242,-0.012417259
0.013528118,0.013817022,0.888498112,0.789823507,0.027476341,-0.077904113,0.016862442,0.02729379,0.00530232,-0.002863411,0.013900431,-0.012188792
0.372554365,0.611105951,0.449075164,0.974453219,0.029148588,-0.077350222,0.013115567,0.02187478,0.012204763,-0.006001275,0.0045134,-0.006792457
0.870012606,0.127954786,0.287592615,0.618383922,0.059050152,-0.18270157,0.008444631,0.054699686,0.028246926,-0.032792378,0.01666971,-0.020487972
0.957991295,0.249259432,0.629517652,0.493178318,0.111477123,-0.356520873,0.002639036,0.092782603,0.027274642,-0.074937778,0.002222868,-0.06832708
0.427703207,0.18048061,0.390702844,0.94502478,0.021991316,-0.060267377,0.009360576,0.020330678,0.009701023,-0.005216879,0.009594244,-0.004921787
0.828344769,0.148914319,0.545641664,0.257705567,0.232940268,-0.937301122,-0.016204978,0.198778597,0.048648494,-0.228277546,-0.059778001,-0.219244867
0.22125583,0.877523729,0.807715306,0.877430763,0.047434813,-0.12416852,0.024322088,0.028974622,0.011984925,-0.008565592,-0.003338108,-0.018008563
0.430001262,0.82010178,0.960237772,0.28613265,0.287277296,-0.932482692,0.095413385,0.067558704,-0.046645591,-0.236226608,-0.252028538,-0.260342343
0.977213272,0.804415933,0.569258857,0.633429021,0.105122056,-0.293142981,0.009294307,0.057262038,0.03356621,-0.058674854,-0.028304854,-0.048778679
0.254639868,0.098072633,0.920753281,0.380555337,0.124933436,-0.448498939,0.062007064,0.115217753,-0.003982257,-0.068290799,0.007191434,-0.098939261
0.617395358,0.524345682,0.590821744,0.268056053,0.287815844,-1.12403443,0.0418512,0.142160761,0.049232937,-0.271698894,-0.207567057,-0.26936282
0.745216726,0.16454943,0.773268575,0.04775052,0.61044344,-3.050843165,-0.202421058,0.441765111,-0.231176788,-0.957969986,-0.705396007,-0.937544796
0.163215439,0.769882098,0.534509349,0.418613178,0.154974129,-0.521101272,0.08754472,0.065750785,0.044514645,-0.0664383,-0.087996171,-0.103105868
