x,y,z,t,u,u_t,u_x,u_y,u_z,u_xx,u_yy,u_zz
0.500385703,0.002752039,0.835123437,0.893713771,0.025617764,-0.070041531,0.010004718,0.025586942,0.006255864,-0.007292152,0.014356781,-0.009671694
0.692759747,0.726235946,0.123131869,0.673550702,0.069844523,-0.203066162,0.018180168,0.042383332,0.039719531,-0.033080838,-0.012093819,-0.015225141
0.879005184,0.279278981,0.748531133,0.322362279,0.207338951,-0.740117758,-0.010259482,0.156754371,0.013372712,-0.180617968,-0.062614691,-0.180263127
0.660520061,0.511593284,0.112183929,0.203183088,0.3097743,-1.32058569,0.014581203,0.134923941,0.20198939,-0.341089761,-0.283009222,-0.210068233
0.529618734,0.782192685,0.279481585,0.379584379,0.18874236,-0.650552651,0.052457894,0.071496048,0.089952055,-0.135314586,-0.122811541,-0.107024479
0.452585193,0.48788763,0.435256451,0.896092222,0.033719795,-0.092700695,0.013879714,0.026542593,0.014134633,-0.008997613,0.006182278,-0.008785826
0.395706388,0.108749347,0.453887052,0.996584716,0.018108929,-0.048736232,0.007996138,0.017319037,0.007573548,-0.00373266,0.009300183,-0.004095994
0.270025804,0.782700568,0.020779136,0.566471666,0.080002775,-0.247014315,0.039020263,0.041655934,0.051231603,-0.029961387,-0.02730353,-0.016185663
0.156120047,0.74079418,0.316784613,0.734101173,0.052492267,-0.15113281,0.028749926,0.032735169,0.024464977,-0.010923871,-0.006255888,-0.015267809
0.384789136,0.790381313,0.207995865,0.41492539,0.154076451,-0.522532307,0.061421562,0.062502908,0.081904823,-0.091374654,-0.090504922,-0.07232053
0.628361279,0.674888656,0.314403552,0.973553447,0.031927062,-0.083817427,0.011027104,0.023121884,0.015123267,-0.009238272,0.003698229,-0.005883245
0.324094468,0.669716574,0.187495752,0.58739335,0.079616263,-0.249041054,0.036285817,0.047779175,0.042779468,-0.031000568,-0.018864994,-0.024551856
0.921147956,0.119656731,0.530560277,0.956727198,0.025009954,-0.066269575,0.005550058,0.023769985,0.009597609,-0.009131086,0.012228771,-0.006679623
0.536945589,0.722917956,0.231595035,0.14783974,0.44183784,-1.906222254,0.061579107,0.040404202,0.231139128,-0.546713958,-0.551601468,-0.434380188
0.698945656,0.784624027,0.054933695,0.272297393,0.249971039,-0.896934163,0.017553036,0.06221088,0.171664794,-0.238066949,-0.22381696,-0.121410665
0.092094308,0.89409197,0.971690302,0.08942255,0.457212818,-1.371755275,0.334958368,-0.144972141,-0.257463324,-0.428122058,-0.627548197,-0.528534259
0.99108486,0.785917384,0.812565232,0.632417737,0.111031258,-0.302407415,0.008891688,0.061586765,0.02012291,-0.062201022,-0.028752176,-0.059266088
0.423992569,0.348677185,0.875782201,0.260791751,0.257854444,-1.009728594,0.085010345,0.169846012,-0.029024351,-0.22438012,-0.140530841,-0.249139615
0.959588106,0.815356987,0.802457169,0.223642737,0.367755041,-1.112404411,-0.09159868,0.05121726,-0.030597328,-0.365404903,-0.381086837,-0.38567416
0.014762597,0.61519804,0.733422371,0.447721457,0.124182567,-0.410679771,0.083025414,0.069435167,0.019070798,-0.033482753,-0.05016768,-0.086062791
0.627764407,0.915775005,0.847973529,0.586143546,0.127211138,-0.358121353,0.034868972,0.057547992,0.01811763,-0.06651246,-0.050036496,-0.073489811
0.793331397,0.89918267,0.9709758,0.283444608,0.311439588,-0.898679202,-0.002886089,0.04895584,-0.054742926,-0.291886964,-0.284218238,-0.282291336
0.477461526,0.373356537,0.748394349,0.169598959,0.393864948,-1.752987711,0.090176821,0.218635661,-0.036981434,-0.448688679,-0.347969654,-0.465862668
0.662862887,0.994078603,0.791047011,0.377685433,0.239445342,-0.710860546,0.040974551,0.049838033,0.01652513,-0.183725058,-0.180363473,-0.189596268
0.235471008,0.414007009,0.571849035,0.548250984,0.085662425,-0.280213506,0.043610785,0.063448331,0.025561977,-0.03145405,-0.006661497,-0.046028536
0.077855109,0.175054153,0.64429556,0.106467267,0.39374466,-2.080346715,0.29194576,0.297064481,-0.020892085,-0.335821272,-0.328164078,-0.551178727
0.936676295,0.204395483,0.419985896,0.117047913,0.421815049,-1.932138859,-0.18366003,0.304368406,0.113232798,-0.494638544,-0.354982267,-0.544208469
0.312013304,0.812083927,0.793557027,0.409298269,0.184111844,-0.593523225,0.083397183,0.0707229,0.016160617,-0.101850685,-0.112460331,-0.13820861
0.3517923,0.339802382,0.464183814,0.097834407,0.525835176,-2.869802085,0.185975844,0.268988755,0.101022472,-0.690094594,-0.618269929,-0.736461737
0.929363548,0.924560938,0.798882692,0.136077214,0.477224495,-1.275200355,-0.181263511,-0.094193748,-0.100620756,-0.549193748,-0.599451014,-0.596827355
0.705529359,0.824514251,0.970784705,0.367688333,0.236915513,-0.712304402,0.031098189,0.078793523,-0.019771403,-0.187693898,-0.165570729,-0.190125942
0.278798681,0.729164702,0.855541468,0.403145197,0.179412415,-0.586611493,0.085750854,0.079265311,0.006538133,-0.09636002,-0.102325156,-0.137106708
0.032834729,0.043607132,0.142314685,0.130577642,0.256692894,-1.369887199,0.201583516,0.241986774,0.164662368,-0.178935598,-0.109117986,-0.231614183
0.453054559,0.958194399,0.561820479,0.142551433,0.485337647,-1.750599152,0.117143843,-0.107002332,0.049906545,-0.58990901,-0.594592721,-0.613051696
0.281587798,0.269293115,0.326301705,0.362586752,0.1391274,-0.542009384,0.065976675,0.1085472,0.060899084,-0.082269997,-0.028868777,-0.086900452
0.062467225,0.550361282,0.323353703,0.075563038,0.519468773,-2.751792288,0.409348147,0.080390213,0.201212758,-0.475228937,-0.785359839,-0.719862182
0.096282063,0.132088043,7.643E-05,0.187218506,0.19726219,-0.945945391,0.133307963,0.167464759,0.155010766,-0.135499361,-0.083419272,-0.103778511
0.00133875,0.144002556,0.058040829,0.567182272,0.044368912,-0.146012292,0.028934987,0.040459602,0.027395667,-0.008277678,0.009747239,-0.010231994
0.771829539,0.394931418,0.257464714,0.078608097,0.565915856,-2.87091591,-0.16637916,0.225848229,0.27653021,-0.812164763,-0.770947685,-0.725955953
0.107823545,0.259948952,0.010211046,0.519501298,0.059670964,-0.202163681,0.035348017,0.049592095,0.039132697,-0.017832954,0.002443132,-0.013108954
0.005606909,0.634522328,0.261390824,0.4243011,0.116109768,-0.40292875,0.079096244,0.061479692,0.057074175,-0.032214472,-0.053543111,-0.058041363
0.966784652,0.03443571,0.054459465,0.950702383,0.018779669,-0.049828829,0.003784374,0.018510372,0.010919017,-0.007057679,0.010424652,-0.001471667
0.980876136,0.543553706,0.45305764,0.116110862,0.493846653,-1.961966713,-0.246015796,0.12724707,0.109971181,-0.551893806,-0.641662471,-0.64996091
0.109456538,0.031739586,0.636719028,0.711267113,0.035029879,-0.105592741,0.020075737,0.034451562,0.010468656,-0.006715209,0.015662114,-0.015092128
0.5200367,0.422898245,0.332976926,0.962858492,0.026197066,-0.070543214,0.010182212,0.021629883,0.012202405,-0.006842123,0.00705922,-0.005115928
0.11292237,0.354748935,0.827205118,0.781423738,0.040196067,-0.114237918,0.02276909,0.033283529,0.008850777,-0.006588153,0.008074024,-0.017536866
0.691527767,0.168185531,0.553441963,0.536268857,0.085627833,-0.280879574,0.018771844,0.076469793,0.026290893,-0.05033673,0.013839215,-0.046379735
0.738717698,0.768754988,0.071560391,0.878817067,0.039900629,-0.106126395,0.01131289,0.026313925,0.023103993,-0.014466142,-0.00031997,-0.00429555
0.013719181,0.454031524,0.109046864,0.687106907,0.040866704,-0.123435255,0.025585389,0.030966675,0.023506795,-0.005786492,0.001660226,-0.008283456
0.325186524,0.186932466,0.115843674,0.597787921,0.05164988,-0.16780682,0.023534642,0.045955626,0.029911551,-0.019737827,0.010427591,-0.013139138
0.142689081,0.215806273,0.069498665,0.678229709,0.036421658,-0.112530954,0.020316149,0.03218778,0.021752063,-0.008286451,0.008827193,-0.006627923
0.877189526,0.798773483,0.208045034,0.724780835,0.068777266,-0.190305196,0.012262438,0.040597877,0.035868734,-0.033092028,-0.011314189,-0.016572053
0.533526456,0.211468204,0.655701843,0.610794695,0.068986825,-0.216951973,0.023132057,0.060512958,0.018236294,-0.032315153,0.013008372,-0.035250925
0.247033442,0.291587735,0.068931409,0.480260728,0.078546361,-0.274820226,0.039432721,0.062864869,0.049010989,-0.033983215,-0.00346554,-0.023198022
0.722581807,0.862478367,0.037124176,0.576534235,0.095617931,-0.281525829,0.020473561,0.04572986,0.060122276,-0.053458926,-0.035972107,-0.020039238
0.313095047,0.829804658,0.11513472,0.648896672,0.069137512,-0.203873225,0.032142318,0.037225819,0.039755253,-0.023513776,-0.018413318,-0.015596923
0.480679949,0.362411191,0.140153383,0.754367361,0.04000931,-0.117817361,0.015410048,0.032790924,0.022192543,-0.013982309,0.006957196,-0.007607808
0.096108225,0.064343798,0.187708712,0.128297305,0.285511194,-1.544544929,0.200828736,0.261230193,0.166262055,-0.236100457,-0.138349361,-0.280543934
0.70459918,0.721261509,0.253903282,0.376895704,0.190388605,-0.653097605,0.026163279,0.080864826,0.094601588,-0.148254935,-0.117504129,-0.104844021
0.495237293,0.360272869,0.930696856,0.09293168,0.526494727,-2.361479367,0.074993917,0.24993561,-0.259281358,-0.75695579,-0.648989426,-0.639950373
0.540206538,0.677948257,0.8718623,0.076313165,0.626249539,-2.449904134,0.034647329,-0.024298506,-0.28360411,-0.957666756,-0.95864084,-0.83115033
0.956896234,0.451223013,0.946702002,0.404160319,0.178112551,-0.551892837,-0.007179378,0.116683816,-0.005791552,-0.135848915,-0.059697239,-0.135949983
0.764176708,0.188435453,0.284670308,0.286071788,0.196739781,-0.794081424,0.004017776,0.162161623,0.092007843,-0.183419288,-0.049840561,-0.140472709
0.883203197,0.19293687,0.363338239,0.750452192,0.043836278,-0.126540861,0.008045776,0.039609372,0.019435099,-0.020431499,0.013881813,-0.013291555
0.109451146,0.614225649,0.840815685,0.869264332,0.038594948,-0.103869651,0.021720707,0.028004953,0.009111095,-0.005017097,0.003079515,-0.015090359
0.901257481,0.807249612,0.610526357,0.325041809,0.266307786,-0.851360718,-0.017648131,0.07938498,0.049672158,-0.230385615,-0.207890897,-0.22229022
0.106317755,0.012689859,0.976206602,0.50908322,0.068481665,-0.221759209,0.040722071,0.067909249,0.001483003,-0.020893088,0.022233477,-0.045076025
0.465722033,0.594642061,0.42126386,0.605763848,0.084858172,-0.263587364,0.031733508,0.0553756,0.033937761,-0.037713324,-0.013444106,-0.036007466
0.998588752,0.116238927,0.426543097,0.03773087,0.554682762,-2.710223867,-0.44421706,0.442641031,0.107172966,-0.608140913,-0.610660757,-0.943184229
0.996300358,0.226854077,0.166599191,0.637780258,0.057985978,-0.173633779,0.004620428,0.050577413,0.03171668,-0.03228968,0.011457558,-0.015309723
0.186534362,0.750060666,0.342713833,0.407629236,0.150890704,-0.520332732,0.082726335,0.06484132,0.064808922,-0.069368242,-0.086859378,-0.086887216
0.466050634,0.875608712,0.01087448,0.926080847,0.03311311,-0.086692614,0.013515051,0.020786522,0.019922901,-0.008561593,-0.001029142,-0.002090883
0.271332021,0.403385645,0.903266517,0.075561184,0.550569071,-2.596455794,0.257246834,0.209478562,-0.277097562,-0.725373763,-0.765867621,-0.706108015
