x,y,z,t,u,u_t,u_x,u_y,u_z,u_xx,u_yy,u_zz
0.04251585,0.179441929,0.918882195,0.845757852,0.028174126,-0.077763175,0.016754479,0.025867221,0.005487914,-0.002892512,0.010893205,-0.011787034
0.193292421,0.987741793,0.239528388,0.217698278,0.298130312,-1.069793747,0.167139039,-0.016683514,0.152402676,-0.225018597,-0.317787154,-0.24081331
0.250549886,0.040711365,0.820997548,0.732298532,0.037514996,-0.110373902,0.018746998,0.036737592,0.007854005,-0.009727265,0.01688078,-0.017451231
0.909228449,0.6431914,0.463899563,0.636717657,0.090583667,-0.263360076,0.011619711,0.057730686,0.034366255,-0.049587547,-0.014285218,-0.038039971
0.365122662,0.691570137,0.094186556,0.394810171,0.1470159,-0.516926426,0.06038404,0.068177343,0.091270583,-0.089197746,-0.082382715,-0.057336654
0.390751875,0.474716288,0.0825805,0.227632803,0.254327247,-1.104061445,0.089690237,0.127940108,0.171736924,-0.234607333,-0.20187654,-0.150270195
0.28998973,0.208780126,0.569592013,0.35445164,0.149071101,-0.578511979,0.069604376,0.12332621,0.035126332,-0.090811303,-0.021283508,-0.115034039
0.031600192,0.241236606,0.477983608,0.139956665,0.330556206,-1.681552485,0.257844045,0.228311182,0.068650191,-0.222710788,-0.266145325,-0.409579773
0.213386897,0.078852376,0.291754456,0.228848148,0.198574815,-0.917887366,0.106879,0.182225064,0.090629774,-0.149820807,-0.040124856,-0.1659828
0.327959884,0.26332515,0.959329178,0.522515424,0.092428084,-0.295708777,0.041550263,0.076675234,0.003779979,-0.041144239,0.003784391,-0.05966822
0.936747544,0.17041465,0.992709406,0.297571024,0.203377504,-0.683752066,-0.025846303,0.171730005,-0.036238913,-0.182424102,-0.040701626,-0.179251542
0.337295079,0.914065618,0.362094346,0.89476058,0.041899188,-0.110910304,0.019352058,0.025171408,0.018898221,-0.009362244,-0.00317841,-0.009776557
