x,y,z,t,u,u_t,u_x,u_y,u_z,u_xx,u_yy,u_zz
0.493160942,0.4794331,0.065589466,0.101236045,0.468631846,-2.397566939,0.072098858,0.148793347,0.357339528,-0.656025713,-0.619875343,-0.394640803
0.137336694,0.718768084,0.774039786,0.519756467,0.113245213,-0.352132381,0.06491002,0.060373267,0.018074702,-0.036353919,-0.041372933,-0.070674273
0.315193061,0.763616953,0.160932533,0.852186877,0.038311232,-0.104912385,0.018022584,0.025039841,0.020703577,-0.00890136,-0.001013853,-0.00619133
0.964516453,0.419846687,0.420589293,0.065620319,0.589953279,-2.628764333,-0.372805659,0.197567373,0.135545028,-0.699008454,-0.868430671,-0.903451093
0.453694584,0.418351729,0.633699659,0.715275646,0.057469623,-0.169901262,0.022671128,0.045015918,0.017312647,-0.020824995,0.005492436,-0.024553092
0.125566775,0.062735333,0.973491542,0.215430198,0.210194343,-0.861025171,0.133195005,0.196028296,-0.058271933,-0.141404106,-0.042989547,-0.209651856
0.851226627,0.870372917,0.606360656,0.604185688,0.117675692,-0.332919399,0.017424275,0.057722841,0.034291083,-0.06630178,-0.040567316,-0.058889264
0.224031507,0.522755993,0.879196428,0.768912637,0.05100175,-0.143358648,0.026150802,0.037918454,0.009753637,-0.011618891,0.003163831,-0.023162241
0.412901473,0.560006111,0.554021889,0.246625435,0.301559087,-1.230938046,0.101321324,0.131536652,0.058476012,-0.269565063,-0.246233383,-0.292268961
0.264770406,0.372091854,0.480114479,0.584283343,0.072658822,-0.234624272,0.035686224,0.05645584,0.026308926,-0.026018439,0.000320487,-0.03401949
0.144801363,0.457782672,0.222011894,0.124451459,0.396802716,-2.028089948,0.254140365,0.154248704,0.213230726,-0.367075971,-0.469884396,-0.415261082
0.005258012,0.138556216,0.585733623,0.734724824,0.03343726,-0.099436245,0.020873853,0.031084857,0.011018554,-0.003947068,0.01191998,-0.013347036
0.992136519,0.127744692,0.107225796,0.083175067,0.389084346,-1.820554639,-0.238794128,0.31449374,0.277908567,-0.437347781,-0.329701001,-0.385403938
0.42950999,0.479601219,0.347707187,0.520714803,0.098784992,-0.329137431,0.03788831,0.068048977,0.043130774,-0.049554803,-0.017210423,-0.045255166
0.862132262,0.548121177,0.945325468,0.465791878,0.156547723,-0.474377794,0.011335472,0.096609126,0.00223806,-0.108532031,-0.049733154,-0.109320826
0.802369797,0.04080782,0.776290796,0.957063757,0.024402002,-0.064482791,0.006617647,0.023989517,0.006881253,-0.008313342,0.013476003,-0.008167518
0.629858503,0.083298485,0.298149142,0.986393266,0.018572473,-0.049924565,0.006433216,0.01794684,0.008924601,-0.005282381,0.009831534,-0.003222223
0.765110829,0.110202459,0.044141244,0.694526796,0.039539375,-0.11855734,0.008988013,0.037232751,0.024078473,-0.018887648,0.014129904,-0.006267608
0.770715265,0.035304863,0.944399073,0.569132865,0.074547854,-0.227375084,0.013579233,0.072941337,0.005675902,-0.043030609,0.025865312,-0.045071978
0.013436111,0.046716293,0.473125423,0.012453295,0.588952446,-4.018764738,0.559904174,0.536536119,0.044126416,-0.589725195,-0.633229008,-1.118707706
0.447085994,0.351568709,0.907360512,0.860160893,0.038521442,-0.105184708,0.01584138,0.032421905,0.007855854,-0.01083495,0.009938692,-0.015747406
0.927174508,0.262929937,0.312693361,0.820857355,0.037640835,-0.104823948,0.006919013,0.033019817,0.017718576,-0.016303263,0.01139101,-0.009234472
0.855104143,0.347091248,0.440146303,0.533644549,0.099135233,-0.317362562,0.011293159,0.077180782,0.037540354,-0.061966199,-0.003164323,-0.049036964
0.302458097,0.639323211,0.91498847,0.770316068,0.057774248,-0.159752921,0.027401934,0.039673769,0.010060012,-0.015315386,-0.001067826,-0.026560224
0.832217833,0.198787051,0.287982857,0.138232057,0.375937504,-1.779493848,-0.093921312,0.279691578,0.169578745,-0.460701402,-0.276079849,-0.407672008
0.017309121,0.438065207,0.397911832,0.395649548,0.12248893,-0.448623442,0.083316854,0.08093532,0.047213973,-0.038185087,-0.041378618,-0.07665827
0.843882489,0.438965313,0.896282721,0.636346735,0.087110054,-0.251388175,0.014371676,0.065539324,0.011796732,-0.04676886,0.00017013,-0.047542389
0.150037122,0.087252111,0.827635983,0.018160944,0.601203456,-3.530537661,0.41265762,0.503396017,-0.346913797,-0.837732647,-0.699474563,-0.920794594
0.150199489,0.657034838,0.212996586,0.310395635,0.190068118,-0.726821,0.111958615,0.078645609,0.101309241,-0.103635239,-0.137042208,-0.115584478
0.39661347,0.207105073,0.405077268,0.586850445,0.064827752,-0.211394527,0.02673507,0.056805914,0.026407241,-0.02770759,0.011043529,-0.027976327
0.389541603,0.757269257,0.85392009,0.75466161,0.067023554,-0.184706499,0.028857188,0.041763866,0.013367248,-0.020931736,-0.007332289,-0.030690305
0.881561246,0.877950407,0.551956433,0.095622051,0.564642754,-1.807562055,-0.233569436,-0.152511048,0.035668261,-0.720231965,-0.775656498,-0.814596863
0.282402339,0.578154811,0.456256255,0.098300526,0.552342558,-2.777150996,0.250479112,0.093917315,0.112628449,-0.679322345,-0.776941699,-0.769944763
0.965521357,0.940824405,0.312125773,0.245256197,0.317951038,-0.985898567,-0.070704351,0.015949672,0.139033362,-0.305273649,-0.320196428,-0.260200135
0.702341012,0.708716961,0.83633715,0.318685166,0.267225533,-0.888646165,0.027335097,0.10071225,-0.004147339,-0.23215416,-0.196993785,-0.234885961
0.620792618,0.687049517,0.088625565,0.392296699,0.159701191,-0.551004228,0.033753501,0.074286906,0.099912733,-0.117186479,-0.089764983,-0.06181272
0.591098378,0.39491218,0.584525266,0.384225572,0.170933817,-0.619856581,0.039501206,0.117716279,0.040386985,-0.125629544,-0.053690724,-0.125215564
0.180438703,0.932679223,0.022361696,0.967982985,0.027097554,-0.069787044,0.014322573,0.016722481,0.016081013,-0.003553665,-0.000804145,-0.001580687
0.768207814,0.274504057,0.386415722,0.029324714,0.734925284,-4.195367827,-0.314260109,0.373804405,0.188002397,-1.1811591,-1.125411505,-1.267446123
0.642790577,0.703526476,0.851245763,0.929582503,0.044590917,-0.115492044,0.014871267,0.031293462,0.010931226,-0.013941511,0.003060296,-0.016221412
0.471564705,0.316040892,0.066806558,0.311078841,0.165245407,-0.665685546,0.049995783,0.11870622,0.109599193,-0.13213039,-0.06198267,-0.074565069
0.712159626,0.785472032,0.113244219,0.340258318,0.204832853,-0.702959455,0.022226557,0.068544661,0.126145086,-0.171099376,-0.150573612,-0.0958255
0.788061397,0.282597841,0.956325873,0.362072994,0.180676663,-0.609110961,0.010923671,0.138966903,-0.013911164,-0.146933606,-0.04070808,-0.146522962
0.351819033,0.212688541,0.987533566,0.947975808,0.026249467,-0.069499922,0.012009229,0.023919302,0.005044494,-0.005461491,0.010840228,-0.009986332
0.364177792,0.137646856,0.018848752,0.735615588,0.030849441,-0.09254555,0.013637857,0.02869529,0.019042199,-0.009620838,0.011041725,-0.003895801
0.382052909,0.526751081,0.57066311,0.926871069,0.032698805,-0.088377518,0.014514889,0.025381041,0.011894666,-0.007449153,0.005808677,-0.009565405
0.720146665,0.088608989,0.676954472,0.031684521,0.650973348,-3.599610467,-0.217768147,0.548585596,-0.167859536,-1.082651423,-0.693198935,-1.1122166
0.875361479,0.518037673,0.332590149,0.957304205,0.032098887,-0.084361093,0.007736126,0.025212291,0.014951522,-0.011429143,0.006509547,-0.006329267
