data_tag,u_t,u,u_x,u_y,u_z,u_xx,u_yy,u_zz,u2,u_xy,u_xz,u_yz,u_xxx,u_yyy,u_zzz
0.0,-5.2337646,0.71892375,0.14378475,0.575139,0.575139,-1.4090905,-0.9777363,-0.9777363,0.5168513,9.127464e-05,9.127464e-05,0.00036509856,-0.8569571,-3.082745,-3.082745
1.0,-4.728247,0.669171,0.1415554,0.54048425,0.52761555,-1.2569228,-0.8503223,-0.87086266,0.4477898,0.00011938998,0.000116547366,0.00044499902,-0.81033134,-2.7655842,-2.7159324
2.0,-4.285989,0.6241482,0.13869959,0.5085652,0.48544857,-1.1250079,-0.7414435,-0.7782588,0.38956094,0.00015217545,0.00014525838,0.00053261407,-0.76370394,-2.4877138,-2.40327
3.0,-3.8972895,0.5832729,0.13540263,0.479117,0.44787022,-1.0101259,-0.6479983,-0.6976583,0.34020722,0.00018964247,0.00017727447,0.00062727893,-0.7180743,-2.2434165,-2.1352384
4.0,-3.554198,0.5460505,0.1318053,0.45190388,0.41424522,-0.90965134,-0.567477,-0.6272114,0.29817116,0.00023170856,0.00021239951,0.0007282269,-0.674072,-2.0279253,-1.9042473
5.0,-3.2501514,0.51205885,0.12801471,0.42671573,0.38404417,-0.82142776,-0.497835,-0.56539834,0.2622043,0.00027820704,0.00025038634,0.0008346211,-0.6320727,-1.8372483,-1.704196
6.0,-2.979699,0.4809356,0.12411241,0.40336534,0.35682318,-0.74367356,-0.43739617,-0.5109628,0.23129906,0.00032889843,0.00029094864,0.00094558304,-0.59227836,-1.6680269,-1.530144
7.0,-2.7382853,0.45236817,0.1201603,0.38168564,0.3322079,-0.6749077,-0.38477802,-0.4628601,0.20463698,0.000383483,0.00033377224,0.0010602177,-0.5547733,-1.5174241,-1.3780625
8.0,-2.5220842,0.42608592,0.11620525,0.36152744,0.30988067,-0.6138924,-0.33883417,-0.42021698,0.1815492,0.00044161323,0.0003785256,0.0011776353,-0.5195623,-1.3830334,-1.2446446
9.0,-2.3278637,0.4018533,0.11228254,0.34275723,0.28957075,-0.55958766,-0.29860896,-0.38229942,0.16148606,0.00050290587,0.00042486872,0.0012969677,-0.48659813,-1.2628053,-1.1271591
