data_tag,u_t,u,u_x,u_y,u_z,u_xx,u_yy,u_zz,u2,u_xy,u_xz,u_yz,u_xxx,u_yyy,u_zzz
0.0,-4.6781735,0.6570468,0.6570468,0.52563745,0.13140936,-0.6570468,-0.89358366,-1.2878118,0.4317105,0.00041709372,0.00010427343,8.341874e-05,-3.2852342,-2.8174167,-0.7831998
1.0,-4.2373366,0.61251783,0.60073864,0.49472594,0.12957108,-0.58873296,-0.7783326,-1.1505096,0.3751781,0.00050667214,0.00013269985,0.00010928223,-2.8879445,-2.5314453,-0.74172735
2.0,-3.850242,0.57212114,0.55093145,0.46617278,0.12713803,-0.528957,-0.6796391,-1.0312307,0.3273226,0.0006044592,0.0001648525,0.00013949058,-2.5498528,-2.280346,-0.700044
3.0,-3.5088663,0.53536075,0.5066807,0.43976063,0.12428018,-0.47646424,-0.5947694,-0.9271506,0.28661114,0.0007096478,0.00020055265,0.00017406455,-2.2605133,-2.0591342,-0.65908915
4.0,-3.2065947,0.5018136,0.46720576,0.41529402,0.12112742,-0.4302112,-0.5215043,-0.8359582,0.25181687,0.0008213295,0.00023955443,0.00021293727,-2.0115957,-1.863638,-0.61946374
5.0,-2.9379375,0.4711169,0.43185717,0.39259744,0.117779225,-0.38932577,-0.4580303,-0.75575006,0.22195114,0.0009385304,0.0002815591,0.00025596283,-1.7964058,-1.69035,-0.5815349
6.0,-2.698311,0.44295815,0.40009123,0.37151328,0.114311785,-0.35307592,-0.40285686,-0.6849488,0.19621193,0.0010602436,0.0003262288,0.00030292672,-1.6095241,-1.53631,-0.5455087
7.0,-2.483869,0.4170668,0.37145013,0.35190013,0.11078337,-0.3208441,-0.35475117,-0.62224007,0.17394473,0.0011854565,0.0003731993,0.00035355723,-1.4465334,-1.3990091,-0.51148057
8.0,-2.2913647,0.3932077,0.34554616,0.33363077,0.107238464,-0.29210746,-0.3126886,-0.5665224,0.1546123,0.0013131744,0.00042209175,0.00040753686,-1.3038101,-1.2763139,-0.47947115
9.0,-2.1180449,0.37117562,0.32204944,0.31659096,0.10371083,-0.26642126,-0.275813,-0.5168685,0.13777134,0.0014424375,0.00047252263,0.00046451375,-1.1783638,-1.1664022,-0.449451
10.0,-1.9615644,0.3507907,0.30067775,0.30067775,0.10022592,-0.2434058,-0.2434058,-0.47249362,0.123054124,0.0015723363,0.00052411214,0.00052411214,-1.0677128,-1.0677128,-0.42135793
11.0,-1.819916,0.3318949,0.28118876,0.2857984,0.09680268,-0.2227358,-0.21486098,-0.43273103,0.110154234,0.0017020213,0.00057649106,0.0005859418,-0.9697866,-0.9789036,-0.39510956
12.0,-1.6913753,0.31434873,0.26337326,0.27186915,0.093455024,-0.2041315,-0.18966548,-0.39701164,0.09881512,0.0018307096,0.0006293064,0.00064960663,-0.8828487,-0.8988165,-0.37061164
13.0,-1.5744542,0.2980287,0.2470501,0.2588144,0.09019289,-0.1873515,-0.16738315,-0.3648478,0.088821106,0.0019576899,0.0006822253,0.0007147122,-0.8054364,-0.8264496,-0.3477642
14.0,-1.4678648,0.28282523,0.23206171,0.24656558,0.08702315,-0.17218682,-0.14764184,-0.33582008,0.079990104,0.0020823232,0.0007349376,0.00078087125,-0.73631155,-0.7609328,-0.32646552
15.0,-1.3704873,0.2686407,0.21827057,0.23506062,0.08395022,-0.15845604,-0.13012284,-0.30956644,0.07216783,0.0022040443,0.0007871587,0.00084770937,-0.67442197,-0.70150906,-0.30661505
