data_tag,u_t,u,u_x,u_y,u_z,u_xx,u_yy,u_zz,u2,u_xy,u_xz,u_yz,u_xxx,u_yyy,u_zzz
0.0,-5.1532173,0.7117703,0.5694163,0.42706218,0.42706218,-0.9680076,-1.1673033,-1.1673033,0.506617,0.00027109933,0.00027109933,0.0002033245,-3.052071,-2.4086308,-2.4086308
1.0,-4.6584907,0.66276747,0.5225667,0.4078569,0.39511138,-0.8625291,-1.023564,-1.0390056,0.43926072,0.00033580244,0.00032530862,0.0002538994,-2.6899428,-2.198566,-2.1390665
2.0,-4.22528,0.6183957,0.48097444,0.38936025,0.36645672,-0.771086,-0.9000245,-0.9280177,0.38241324,0.00040777223,0.0003837856,0.0003106836,-2.3811202,-2.008757,-1.9071834
3.0,-3.844213,0.5780882,0.4438892,0.37162817,0.34065914,-0.691457,-0.79339665,-0.8315549,0.33418602,0.00048655027,0.00044600441,0.00037339906,-2.1162586,-1.8372841,-1.7066633
4.0,-3.5075972,0.5413634,0.41068947,0.35468638,0.31735095,-0.62182766,-0.70100445,-0.7473519,0.29307434,0.00057156436,0.0005113997,0.00044166337,-1.8879019,-1.6823353,-1.5324165
5.0,-3.2090735,0.50780946,0.38085708,0.33853963,0.29622218,-0.56070626,-0.620656,-0.6735528,0.25787044,0.00066215586,0.00057938637,0.0005150101,-1.6900533,-1.5422361,-1.380313
6.0,-2.9433548,0.4770727,0.35395715,0.32317826,0.27700993,-0.5068587,-0.55054486,-0.60862756,0.22759834,0.0007576057,0.0006493763,0.0005929088,-1.5178537,-1.4154602,-1.2469771
7.0,-2.7060177,0.44884783,0.32962263,0.30858287,0.25949016,-0.4592581,-0.489174,-0.55130696,0.20146437,0.00085715833,0.0007207923,0.00067478424,-1.3673384,-1.3006287,-1.129631
8.0,-2.493342,0.4228702,0.30754197,0.2947277,0.24347071,-0.41704553,-0.43529612,-0.50053227,0.1788192,0.0009600426,0.0007930786,0.00076003367,-1.2352512,-1.1965024,-1.0259753
9.0,-2.302183,0.39890933,0.28744936,0.28158304,0.22878623,-0.37949872,-0.38786685,-0.45541573,0.15912864,0.0010654893,0.00086570997,0.00084804243,-1.1189016,-1.1019738,-0.93409497
10.0,-2.1298685,0.37676376,0.26911697,0.26911697,0.21529357,-0.34600753,-0.34600753,-0.41520903,0.14195094,0.0011727461,0.0009381969,0.0009381969,-1.0160539,-1.0160539,-0.85238683
11.0,-1.9741188,0.35625675,0.25234854,0.25729656,0.20286843,-0.31605417,-0.3089758,-0.37927875,0.12691888,0.0012810896,0.0010100899,0.0010298956,-0.92483985,-0.9378618,-0.7795016
12.0,-1.8329792,0.3372327,0.23697434,0.24608873,0.19140235,-0.2891974,-0.2761416,-0.3470861,0.1137259,0.0013898339,0.0010809819,0.0011225581,-0.84369093,-0.86661345,-0.7142985
13.0,-1.7047681,0.31955412,0.22284694,0.23546092,0.18080035,-0.2650595,-0.24696842,-0.318171,0.10211483,0.0014983374,0.0011505091,0.0012156323,-0.77128345,-0.8016107,-0.6558082
14.0,-1.5880321,0.30309913,0.20983785,0.2253814,0.170979,-0.24331626,-0.22099732,-0.29213893,0.09186908,0.0016060075,0.0012183505,0.0013085987,-0.70649546,-0.7422324,-0.603204
15.0,-1.4815115,0.28775942,0.19783461,0.21581958,0.16186468,-0.22368799,-0.19783461,-0.2686504,0.08280549,0.001712303,0.0012842272,0.0014009752,-0.64837205,-0.6879249,-0.55577755
16.0,-1.3841096,0.2734385,0.18673849,0.20674619,0.15339233,-0.20593287,-0.17714131,-0.24741223,0.07476862,0.0018167358,0.0013479007,0.0014923187,-0.5960968,-0.6381951,-0.5129199
17.0,-1.2948694,0.26005006,0.17646253,0.19813336,0.14550419,-0.18984096,-0.15862463,-0.22817034,0.06762603,0.0019188705,0.0014091705,0.0015822265,-0.54896957,-0.59260297,-0.4741053
18.0,-1.2129524,0.24751672,0.16692989,0.1899547,0.13814887,-0.17522952,-0.14203095,-0.21070379,0.061264526,0.0020183236,0.0014678717,0.0016703368,-0.50638705,-0.5507556,-0.43887857
19.0,-1.1376222,0.23576905,0.15807244,0.18218517,0.1312805,-0.161939,-0.12713993,-0.19482002,0.055587046,0.0021147623,0.0015238728,0.0017563279,-0.46782827,-0.5123017,-0.40684408
20.0,-1.06823,0.2247445,0.14982966,0.17480128,0.12485805,-0.14982966,-0.113759555,-0.18035051,0.050510086,0.002207901,0.0015770722,0.0018399176,-0.43284124,-0.47692692,-0.37765706
21.0,-1.0042026,0.21438658,0.14214763,0.1677808,0.11884473,-0.13877884,-0.10172217,-0.16714758,0.045961607,0.0022975006,0.0016273963,0.0019208612,-0.40103298,-0.44434953,-0.351016
22.0,-0.9450322,0.20464426,0.13497813,0.16110292,0.11320746,-0.12867853,-0.09088095,-0.15508126,0.041879274,0.0023833637,0.0016747961,0.0019989503,-0.37206057,-0.41431677,-0.32665658
23.0,-0.8902681,0.19547126,0.12827802,0.15474808,0.10791642,-0.11943345,-0.081107,-0.14403704,0.03820901,0.0024653324,0.001719245,0.0020740097,-0.34562406,-0.38660154,-0.30434632
24.0,-0.8395089,0.18682556,0.122008525,0.14869788,0.102944694,-0.110959284,-0.07228694,-0.1339137,0.034903787,0.0025432853,0.001760736,0.0021458971,-0.3214602,-0.36099958,-0.28388038
25.0,-0.79239666,0.17866893,0.1161348,0.14293514,0.098267905,-0.1031813,-0.06432081,-0.12462158,0.031922586,0.0026171345,0.0017992799,0.0022144984,-0.29933745,-0.33732694,-0.26507768
26.0,-0.7486113,0.17096654,0.1106254,0.13744368,0.09386398,-0.096033104,-0.057120305,-0.11608108,0.029229555,0.0026868214,0.0018349024,0.0022797273,-0.27905163,-0.31541768,-0.2477778
27.0,-0.7078657,0.16368657,0.10545193,0.13220838,0.08971283,-0.08945556,-0.050607238,-0.1082214,0.026793294,0.0027523155,0.0018676426,0.0023415221,-0.2604222,-0.29512197,-0.23183833
28.0,-0.6699025,0.15679994,0.10058864,0.12721506,0.0857962,-0.08339591,-0.044712268,-0.10097939,0.024586223,0.0028136098,0.0018975508,0.0023998437,-0.24328916,-0.2763044,-0.2171325
