data_tag,u_t,u,u_x,u_y,u_z,u_xx,u_yy,u_zz,u2,u_xy,u_xz,u_yz,u_xxx,u_yyy,u_zzz
0.0,-3.475899,0.8436648,-0.6749318,-0.16873296,-0.0,-1.1473842,-1.653583,-1.6873296,0.7117703,0.00010711178,0.0,0.0,3.6176348,1.0056485,6.6878794e-16
1.0,-3.3547797,0.809506,-0.6071295,-0.12453939,0.015567424,-1.1013952,-1.5375824,-1.556443,0.6553,9.7535674e-05,-1.2191959e-05,-2.5009147e-06,3.16116,0.7155488,-0.0898063
2.0,-3.2288473,0.77658516,-0.54648584,-0.08628724,0.028762413,-1.0535566,-1.4285332,-1.4370553,0.6030845,8.1761136e-05,-2.725371e-05,-4.303218e-06,2.7654133,0.4783083,-0.15975173
3.0,-3.1008902,0.74493575,-0.49218968,-0.053209696,0.039907273,-1.0050457,-1.3264418,-1.3281045,0.55492926,5.9943646e-05,-4.4957735e-05,-4.8602956e-06,2.4218683,0.28478047,-0.21367443
4.0,-2.9729733,0.7145672,-0.44352445,-0.024640247,0.049280494,-0.9567213,-1.2311627,-1.2286137,0.5106062,3.2487445e-05,-6.497489e-05,-3.609716e-06,2.1232216,0.12742026,-0.25466472
5.0,-2.8466089,0.68547106,-0.39985812,-2.2233874e-16,0.05712259,-0.9092012,-1.1424518,-1.1376915,0.46987057,0.0,-8.6898865e-05,2.41598e-19,1.8632277,3.088038e-16,-0.28521624
6.0,-2.722887,0.65762615,-0.3606337,0.021213746,0.06364124,-0.86292046,-1.060003,-1.0545285,0.43247214,-3.6756956e-05,-0.00011027087,6.4865217e-06,1.6365489,-0.10262509,-0.30734548
7.0,-2.6025748,0.63100195,-0.32536036,0.03943762,0.06901584,-0.81817657,-0.9834757,-0.9783919,0.39816344,-7.691588e-05,-0.00013460279,1.631549e-05,1.4386234,-0.18470979,-0.3226861
8.0,-2.4861944,0.6055615,-0.2936056,0.055051047,0.0734014,-0.77516323,-0.91251284,-0.9086203,0.36670476,-0.00011954842,-0.0001593979,2.9887105e-05,1.2655506,-0.24977706,-0.33256426
9.0,-2.3740804,0.5812638,-0.26498792,0.06838398,0.076931976,-0.7339964,-0.84675455,-0.84461755,0.33786762,-0.00016370522,-0.00018416837,4.7527323e-05,1.1139922,-0.3007475,-0.3380581
10.0,-2.2664273,0.55806506,-0.23917073,0.079723574,0.079723574,-0.69473404,-0.78584665,-0.78584665,0.31143656,-0.00020844954,-0.00020844954,6.9483176e-05,0.9810881,-0.34004545,-0.34004545
11.0,-2.1633224,0.5359201,-0.2158567,0.08932001,0.08187668,-0.6573912,-0.72944677,-0.7318245,0.28721035,-0.00025288446,-0.00023181076,9.592169e-05,0.8643845,-0.36968562,-0.33924174
12.0,-2.064774,0.5147834,-0.1947829,0.09739145,0.08347838,-0.6219516,-0.6772278,-0.6821162,0.26500192,-0.00029617385,-0.00025386328,0.00012693164,0.7617733,-0.3913443,-0.3362307
13.0,-1.9707315,0.4946096,-0.17571656,0.10412833,0.08460427,-0.58837646,-0.6288803,-0.6363303,0.24463864,-0.00033755737,-0.00027426536,0.00016252762,0.6714405,-0.4064178,-0.3314888
14.0,-1.8811018,0.47535405,-0.15845135,0.10969709,0.08531996,-0.5566111,-0.58411354,-0.5941144,0.22596146,-0.00037636064,-0.00029272493,0.00020265572,0.59182256,-0.41607,-0.32540503
15.0,-1.7957621,0.45697325,-0.14280413,0.11424331,0.08568248,-0.5265903,-0.5426557,-0.5551511,0.20882455,-0.00041200063,-0.00030900046,0.00024720037,0.5215698,-0.42127222,-0.31829703
16.0,-1.7145678,0.439425,-0.12861219,0.11789451,0.08574146,-0.49824154,-0.50425386,-0.5191541,0.19309431,-0.0004439878,-0.00032290022,0.00029599186,0.45951506,-0.4228352,-0.31042388
17.0,-1.6373615,0.42266858,-0.11573069,0.12076245,0.08554007,-0.47148874,-0.46867335,-0.4858652,0.17864874,-0.00047192496,-0.00033428016,0.0003488141,0.40464735,-0.4214363,-0.3019967
18.0,-1.5639777,0.406665,-0.10403059,0.122945234,0.08511593,-0.4462538,-0.4356968,-0.45505133,0.16537642,-0.000495504,-0.00034304123,0.00040541237,0.35608953,-0.41764143,-0.29318732
19.0,-1.494247,0.39137685,-0.09339675,0.124529004,0.084501825,-0.42245856,-0.40512356,-0.42650172,0.15317585,-0.00051450107,-0.00034912574,0.00046550098,0.31307933,-0.4119234,-0.2841352
20.0,-1.427999,0.37676847,-0.083726324,0.12558949,0.083726324,-0.40002578,-0.37676847,-0.40002578,0.14195447,-0.0005287703,-0.00035251354,0.0005287703,0.27495313,-0.40467724,-0.27495313
21.0,-1.3650655,0.36280584,-0.07492729,0.12619333,0.08281437,-0.37888005,-0.35046083,-0.37545088,0.13162807,-0.000538237,-0.00035321803,0.0005948935,0.24113238,-0.39623275,-0.265732
22.0,-1.3052815,0.34945667,-0.06691723,0.12639922,0.08178773,-0.35894847,-0.32604355,-0.3526206,0.122119956,-0.0005428903,-0.00035128195,0.0006635326,0.2111119,-0.38686514,-0.25654465
23.0,-1.2484865,0.33669025,-0.05962223,0.12625884,0.08066537,-0.3401609,-0.30337194,-0.3313929,0.113360316,-0.00054277567,-0.00034677336,0.00073434354,0.1844498,-0.37680373,-0.24744907
24.0,-1.1945258,0.32447746,-0.052975915,0.12581779,0.07946387,-0.32245034,-0.28231296,-0.31163892,0.10528563,-0.00053798774,-0.00033978172,0.0008069816,0.16075906,-0.3662393,-0.23849091
25.0,-1.1432502,0.31279078,-0.046918616,0.1251163,0.078197695,-0.305753,-0.26274425,-0.29324135,0.09783807,-0.00052866293,-0.00033041433,0.00088110485,0.13970017,-0.35533032,-0.22970572
26.0,-1.0945176,0.301604,-0.041396625,0.12418988,0.07687945,-0.2900083,-0.24455318,-0.27609348,0.09096497,-0.00051497284,-0.0003187927,0.0009563781,0.12097492,-0.34420794,-0.22112079
27.0,-1.0481915,0.2908924,-0.03636155,0.12306986,0.07552014,-0.27515903,-0.22763622,-0.26009804,0.08461839,-0.000497118,-0.00030504967,0.0010324758,0.104320936,-0.33298042,-0.2127565
28.0,-1.0041431,0.2806326,-0.031769726,0.12178395,0.07412936,-0.26115113,-0.21189807,-0.24516638,0.07875464,-0.0004753218,-0.00028932633,0.0011090842,0.089507155,-0.3217368,-0.20462765
28.0,-0.96224916,0.27080235,-0.027581722,0.120356604,0.07271545,-0.24793367,-0.1972511,-0.23121747,0.07333392,-0.00044982551,-0.0002717696,0.0011859037,0.07632977,-0.31054977,-0.19674441
30.0,-0.9223934,0.2613808,-0.02376189,0.118809454,0.07128567,-0.23545873,-0.18361461,-0.21817736,0.06831992,-0.00042088324,-0.00025252995,0.0012626498,0.064608775,-0.29947838,-0.18911323
31.0,-0.88446546,0.25234807,-0.02027797,0.1171616,0.06984634,-0.22368129,-0.1709143,-0.2059783,0.063679546,-0.00038875782,-0.00023175946,0.0013390547,0.054185048,-0.28857023,-0.18173745
32.0,-0.84836125,0.24368541,-0.01710073,0.11542993,0.06840292,-0.21255907,-0.15908179,-0.19455831,0.059382576,-0.00035371698,-0.00020961007,0.0014148679,0.044917706,-0.27786317,-0.17461799
33.0,-0.8139822,0.23537509,-0.0142036695,0.113629356,0.066960156,-0.20205244,-0.148054,-0.18386056,0.055401433,-0.0003160302,-0.00018623208,0.0014898566,0.036681905,-0.26738703,-0.1677537
34.0,-0.7812354,0.22740032,-0.011562728,0.111773044,0.06552213,-0.1921242,-0.13777284,-0.17383288,0.051710907,-0.00027596575,-0.00016177302,0.0015638059,0.029366871,-0.2571647,-0.16114189
35.0,-0.7500332,0.21974523,-0.009156051,0.10987262,0.06409236,-0.18273953,-0.12818472,-0.16442741,0.048287965,-0.00023378839,-0.00013637656,0.0016365187,0.022874232,-0.2472134,-0.1547786
36.0,-0.72029287,0.21239479,-0.0069637634,0.107938334,0.062673874,-0.17386577,-0.11924018,-0.15560016,0.045111544,-0.00018975732,-0.000110181674,0.0017078159,0.017116522,-0.23754556,-0.14865886
37.0,-0.6919365,0.20533477,-0.0049677766,0.105979234,0.061269242,-0.16547236,-0.11089359,-0.1473106,0.042162366,-0.0001441245,-8.3321975e-05,0.0017775355,0.012015906,-0.22816965,-0.14277694
38.0,-0.6648905,0.19855168,-0.0031516142,0.104003266,0.059880666,-0.15753068,-0.1031028,-0.13952145,0.039422773,-9.7133285e-05,-5.5925222e-05,0.0018455323,0.007503049,-0.21909077,-0.13712658
39.0,-0.63908577,0.19203281,-0.0015002564,0.10201743,0.058509998,-0.15001391,-0.095828876,-0.13219838,0.0368766,-4.901738e-05,-2.8112909e-05,0.0019116779,0.0035161343,-0.21031132,-0.13170107
40.0,-0.61445695,0.18576606,-0.0,0.100027874,0.057158787,-0.14289697,-0.0890358,-0.12530965,0.034509026,0.0,0.0,0.0019758588,3.7549705e-17,-0.2018314,-0.12649341
41.0,-0.59094256,0.17973997,0.0013616664,0.09803998,0.05582832,-0.13615632,-0.08269028,-0.118826024,0.032306455,4.9706752e-05,2.8305234e-05,0.0020379769,-0.0030946182,-0.19364922,-0.12149645
42.0,-0.56848466,0.17394368,0.0025961744,0.09605845,0.05451966,-0.12976997,-0.076761514,-0.11272047,0.030256404,9.990229e-05,5.67013e-05,0.0020979482,-0.0058117523,-0.18576151,-0.11670292
43.0,-0.54702866,0.16836692,0.0037139764,0.0940874,0.05323366,-0.123717286,-0.07122096,-0.10696798,0.028347423,0.00015039781,8.5093496e-05,0.0021557019,-0.008190787,-0.17816377,-0.112105556
44.0,-0.526523,0.16299994,0.0047246357,0.0921304,0.051970996,-0.11797895,-0.06604219,-0.10154544,0.02656898,0.00020101639,0.00011339386,0.0022111803,-0.010266978,-0.17085052,-0.10769709
45.0,-0.5069192,0.15783346,0.0056369095,0.09019055,0.050732184,-0.11253687,-0.06120073,-0.09643141,0.024911402,0.00025159295,0.00014152104,0.0022643367,-0.012071902,-0.16381548,-0.10347036
46.0,-0.48817146,0.1528587,0.0064588184,0.08827052,0.04951761,-0.107374065,-0.05667386,-0.09160606,0.023365783,0.00030197424,0.00016940018,0.002315136,-0.013633859,-0.15705183,-0.09941831
47.0,-0.47023657,0.14806733,0.007197717,0.08637261,0.048327528,-0.102474645,-0.05244051,-0.08705096,0.021923933,0.0003520185,0.00019696273,0.0023635528,-0.014978236,-0.15055224,-0.095534034
48.0,-0.45307383,0.1434514,0.00786035,0.08449877,0.047162104,-0.09782368,-0.048481137,-0.08274903,0.020578304,0.00040159532,0.00022414624,0.002409572,-0.016127804,-0.14430912,-0.091810785
49.0,-0.43664482,0.1390034,0.00845291,0.08265067,0.0460214,-0.09340719,-0.044777576,-0.078684404,0.019321946,0.00045058524,0.00025089405,0.0024531863,-0.017103018,-0.1383146,-0.088241994
50.0,-0.42091322,0.13471618,0.008981079,0.08082971,0.044905394,-0.089212045,-0.041312963,-0.07484232,0.018148448,0.00049887935,0.0002771552,0.0024943966,-0.017922241,-0.13256072,-0.0848213
