data_tag,u_t,u,u_x,u_y,u_z,u_xx,u_yy,u_zz,u2,u_xy,u_xz,u_yz,u_xxx,u_yyy,u_zzz
0.0,-4.8958006,0.88692045,-0.3547682,0.3547682,-0.3547682,-1.6319336,-1.6319336,-1.6319336,0.7866279,-0.00011260352,0.00011260352,-0.00011260352,2.0718462,-2.0718462,2.0718462
1.0,-4.566426,0.83963114,-0.3067883,0.35522854,-0.3067883,-1.5025796,-1.4643862,-1.5025796,0.70498043,-0.00013553568,0.00011705354,-0.00013553568,1.7289745,-1.9858117,1.7289745
2.0,-4.262349,0.7955076,-0.2651692,0.35355893,-0.2651692,-1.3847724,-1.3160249,-1.3847724,0.63283235,-0.00015869054,0.00011901791,-0.00015869054,1.443699,-1.8943775,1.443699
3.0,-3.9817536,0.7543059,-0.22898571,0.35021344,-0.22898571,-1.2774613,-1.1843756,-1.2774613,0.56897736,-0.0001812727,0.000118524455,-0.0001812727,1.2056068,-1.8006511,1.2056068
4.0,-3.7228422,0.7158002,-0.19746214,0.34555873,-0.19746214,-1.179666,-1.0673169,-1.179666,0.51237,-0.00020249291,0.00011571024,-0.00020249291,1.006329,-1.7068383,1.006329
5.0,-3.4838855,0.6797825,-0.16994563,0.33989125,-0.16994563,-1.0904845,-0.9630253,-1.0904845,0.4621043,-0.00022159985,0.00011079993,-0.00022159985,0.83910656,-1.6144835,0.83910656
6.0,-3.2632492,0.6460615,-0.14588484,0.3334511,-0.14588484,-1.0090929,-0.86993086,-1.0090929,0.41739544,-0.00023790493,0.0001040834,-0.00023790493,0.698456,-1.5246452,0.698456
7.0,-3.0594065,0.6144616,-0.124812506,0.3264327,-0.124812506,-0.9347437,-0.78667885,-0.9347437,0.37756303,-0.0002508005,9.589431e-05,-0.0002508005,0.5799089,-1.4380254,0.5799089
8.0,-2.8709447,0.58482206,-0.10633129,0.31899387,-0.10633129,-0.8667611,-0.7120974,-0.8667611,0.34201688,-0.0002597717,8.6590575e-05,-0.0002597717,0.47980896,-1.3550649,0.47980896
9.0,-2.696563,0.55699575,-0.090102255,0.31126234,-0.090102255,-0.80453604,-0.6451707,-0.80453604,0.3102443,-0.00026440262,7.6537595e-05,-0.00026440262,0.39515218,-1.2760141,0.39515218
10.0,-2.5350695,0.53084785,-0.075835414,0.30334166,-0.075835414,-0.7475205,-0.585016,-0.7475205,0.28179947,-0.00026437777,6.609444e-05,-0.00026437777,0.32346123,-1.2009853,0.32346123
11.0,-2.3853755,0.50625503,-0.06328188,0.29531544,-0.06328188,-0.6952218,-0.53086466,-0.6952218,0.2562942,-0.0002594801,5.560288e-05,-0.0002594801,0.26268572,-1.1299918,0.26268572
12.0,-2.246488,0.48310435,-0.052227497,0.28725123,-0.052227497,-0.6471975,-0.48204568,-0.6471975,0.23338982,-0.00024958572,4.537922e-05,-0.00024958572,0.21112269,-1.0629765,0.21112269
13.0,-2.1175041,0.4612923,-0.042487446,0.27920324,-0.042487446,-0.60305023,-0.43797213,-0.60305023,0.21279058,-0.00023465694,3.5708665e-05,-0.00023465694,0.16735317,-0.9998337,0.16735317
14.0,-1.9976012,0.44072402,-0.033901848,0.27121478,-0.033901848,-0.56242293,-0.39812937,-0.56242293,0.19423765,-0.00021473377,2.684172e-05,-0.00021473377,0.13019112,-0.9404252,0.13019112
