data_tag,u_t,u,u_x,u_y,u_z,u_xx,u_yy,u_zz,u2,u_xy,u_xz,u_yz,u_xxx,u_yyy,u_zzz
0.0,-3.7878888,0.8025188,-0.48151127,0.32100752,-0.48151127,-1.3161309,-1.4766346,-1.3161309,0.6440364,-0.00015283182,0.00022924773,-0.00015283182,2.7157235,-1.8746839,2.7157235
1.0,-3.5975096,0.7655963,-0.42696714,0.32390612,-0.42696714,-1.2341843,-1.3352634,-1.2341843,0.58613765,-0.00018862938,0.00024864782,-0.00018862938,2.3304765,-1.8107119,2.3304765
2.0,-3.4132333,0.7305482,-0.37880278,0.32468808,-0.37880278,-1.1564507,-1.2085612,-1.1564507,0.53370064,-0.00022669457,0.00026447698,-0.00022669457,2.0026143,-1.7396867,2.0026143
3.0,-3.236165,0.6973075,-0.33620185,0.32374993,-0.33620185,-1.0830947,-1.0948795,-1.0830947,0.4862378,-0.00026614856,0.00027638502,-0.00026614856,1.7229272,-1.6645867,1.7229272
4.0,-3.066949,0.66579866,-0.29846147,0.32142004,-0.29846147,-1.0141357,-0.9927605,-1.0141357,0.44328788,-0.00030606543,0.00028420362,-0.00030606543,1.48379,-1.5876087,1.48379
5.0,-2.9058986,0.6359413,-0.26497555,0.31797066,-0.26497555,-0.94949573,-0.9009169,-0.94949573,0.40442136,-0.00034551366,0.00028792807,-0.00034551366,1.278875,-1.5103606,1.278875
6.0,-2.7530928,0.6076532,-0.2352206,0.31362745,-0.2352206,-0.88903266,-0.8182136,-0.88903266,0.36924243,-0.00038359116,0.00028769337,-0.00038359116,1.1029178,-1.4340053,1.1029178
7.0,-2.6084464,0.58085227,-0.20874378,0.30857775,-0.20874378,-0.83256435,-0.7436497,-0.83256435,0.33738932,-0.0004194535,0.00028374797,-0.0004194535,0.9515271,-1.3593694,0.9515271
8.0,-2.4717615,0.5554577,-0.18515258,0.30297694,-0.18515258,-0.7798851,-0.6763425,-0.7798851,0.30853328,-0.00045233537,0.00027642716,-0.00045233537,0.82103014,-1.287026,0.82103014
9.0,-2.3427649,0.5313914,-0.16410616,0.296954,-0.16410616,-0.7307781,-0.615513,-0.7307781,0.2823768,-0.00048156505,0.00026612805,-0.00048156505,0.70834666,-1.2173573,0.70834666
10.0,-2.221136,0.5085779,-0.14530796,0.29061592,-0.14530796,-0.68502325,-0.56047356,-0.68502325,0.25865147,-0.00050657336,0.00025328668,-0.00050657336,0.6108866,-1.1506019,0.6108866
