data_tag,u_t,u,u_x,u_y,u_z,u_xx,u_yy,u_zz,u2,u_xy,u_xz,u_yz,u_xxx,u_yyy,u_zzz
0.0,-3.4668813,0.8025188,-0.48151127,-0.32100752,0.48151127,-1.3161309,-1.4766346,-1.3161309,0.6440364,0.00015283182,-0.00022924773,-0.00015283182,2.7157235,1.8746839,-2.7157235
1.0,-3.3271472,0.7685465,-0.4286125,-0.26603535,0.458172,-1.2389402,-1.385885,-1.2048331,0.5906638,0.00015492785,-0.0002668202,-0.00016561254,2.339457,1.5029423,-2.480466
2.0,-3.1862168,0.73597974,-0.38161913,-0.21806808,0.43613616,-1.1650488,-1.2983127,-1.1044744,0.5416662,0.00015225334,-0.00030450668,-0.00017400383,2.0175035,1.1923448,-2.2698224
3.0,-3.0462737,0.70481884,-0.33982337,-0.17620471,0.41533968,-1.0947617,-1.214554,-1.0138514,0.4967696,0.00014485448,-0.0003414427,-0.00017704436,1.7414864,0.932941,-2.080804
4.0,-2.9088771,0.6750457,-0.3026067,-0.13966464,0.39571646,-1.0282207,-1.1349758,-0.93190026,0.45568675,0.00013299269,-0.00037681262,-0.00017391352,1.5043979,0.71642476,-1.9108258
5.0,-2.7751167,0.64662915,-0.26942882,-0.10777152,0.37720034,-0.96545327,-1.0597533,-0.8576817,0.41812927,0.00011710683,-0.0004098739,-0.00016394956,1.3003682,0.535864,-1.7576488
6.0,-2.6457295,0.6195288,-0.2398176,-0.0799392,0.3597264,-0.90640736,-0.9889253,-0.7903666,0.3838159,9.7771954e-05,-0.00043997378,-0.00014665793,1.1244725,0.38547164,-1.6193303
7.0,-2.521189,0.5936984,-0.21336035,-0.055659223,0.3432319,-0.85097736,-0.92243564,-0.7292228,0.35247776,7.565826e-05,-0.0004665593,-0.00012171111,0.9725711,0.2604134,-1.4941815
8.0,-2.4017706,0.5690879,-0.18969597,-0.034490176,0.3276567,-0.79902244,-0.8601641,-0.6736036,0.32386106,5.1492785e-05,-0.0004891815,-8.8942084e-05,0.8411771,0.15664685,-1.3807315
9.0,-2.2876043,0.5456455,-0.16850816,-0.016048396,0.31294373,-0.7503805,-0.8019478,-0.6229374,0.29772896,2.6025398e-05,-0.00050749525,-4.8332884e-05,0.7273474,0.07078786,-1.2776955
10.0,-2.1787126,0.52331823,-0.1495195,-8.3619225e-17,0.299039,-0.7048776,-0.7475975,-0.5767181,0.27386197,9.109804e-19,-0.0005212556,1.4575688e-19,0.6285922,3.4130295e-16,-1.1839503
11.0,-2.0750394,0.5020538,-0.13248642,0.013945939,0.28589174,-0.6623352,-0.69690955,-0.5344975,0.252058,-2.5868827e-05,-0.00053031096,5.5822205e-05,0.5428007,-0.058097318,-1.0985104
12.0,-1.9764727,0.48180044,-0.1171947,0.026043266,0.2734543,-0.62257487,-0.64967394,-0.49587786,0.23213166,-5.0913834e-05,-0.0005345952,0.00011879894,0.46817955,-0.105504714,-1.0205098
13.0,-1.8828616,0.4625078,-0.10345569,0.036513776,0.26168206,-0.5854215,-0.6056802,-0.46050596,0.21391349,-7.452819e-05,-0.0005341187,0.00018851248,0.40320137,-0.14390574,-0.94918644
14.0,-1.7940289,0.44412726,-0.09110303,0.045551516,0.25053334,-0.55070615,-0.564722,-0.42806745,0.19724903,-9.617419e-05,-0.00052895804,0.00026447902,0.34656286,-0.17471896,-0.8838671
15.0,-1.7097807,0.42661196,-0.07998974,0.053326495,0.23996922,-0.51826686,-0.5265991,-0.39828226,0.18199776,-0.0001153882,-0.0005192469,0.0003461646,0.2971494,-0.19914113,-0.82395685
16.0,-1.629914,0.40991706,-0.06998584,0.05998786,0.22995347,-0.48795003,-0.49112013,-0.37090054,0.16803199,-0.00013178246,-0.0005051661,0.00043299954,0.2540057,-0.2181831,-0.7689283
17.0,-1.5542219,0.39399976,-0.060976155,0.06566662,0.22045225,-0.45961055,-0.4581029,-0.34569904,0.15523581,-0.00014504448,-0.00048693508,0.0005243916,0.21631153,-0.23269959,-0.71831316
18.0,-1.4824971,0.37881938,-0.05285852,0.07047802,0.21143408,-0.43311206,-0.42737547,-0.32247794,0.14350413,-0.00015493437,-0.0004648031,0.0006197375,0.18336102,-0.2434141,-0.6716948
19.0,-1.4145358,0.36433727,-0.04554216,0.07452353,0.20286962,-0.40832686,-0.39877617,-0.30105814,0.13274164,-0.00016128078,-0.00043904214,0.0007184326,0.15454577,-0.25093952,-0.628702
20.0,-1.3501388,0.3505168,-0.038946312,0.077892624,0.19473155,-0.38513574,-0.37215364,-0.2812789,0.12286202,-0.00016397593,-0.00040993982,0.00081987964,0.12934022,-0.2557955,-0.58900285
21.0,-1.2891136,0.33732325,-0.032999016,0.080664255,0.18699442,-0.36342755,-0.34736645,-0.26299578,0.11378698,-0.00016296982,-0.00037779368,0.0009234957,0.10728969,-0.25842297,-0.55230075
22.0,-1.2312754,0.3247239,-0.027636077,0.08290823,0.1796345,-0.34309894,-0.32428288,-0.24607868,0.10544561,-0.00015826424,-0.00034290587,0.0010287176,0.088000074,-0.25919613,-0.5183297
23.0,-1.1764468,0.31268772,-0.022800146,0.08468626,0.17262968,-0.32405385,-0.3027805,-0.23041041,0.09777361,-0.00014990657,-0.00030557875,0.0011350069,0.07112923,-0.25843275,-0.48685092
24.0,-1.1244593,0.3011855,-0.018439928,0.086053,0.16595936,-0.30620316,-0.28274557,-0.21588515,0.0907127,-0.00013798363,-0.00026611128,0.0012418526,0.05637964,-0.25640282,-0.45764968
25.0,-1.0751525,0.2901896,-0.01450948,0.08705688,0.15960428,-0.28946412,-0.26407254,-0.20240724,0.08421001,-0.0001226159,-0.0002247958,0.0013487749,0.04349217,-0.25333554,-0.43053254
