data_tag,u_t,u,u_x,u_y,u_z,u_xx,u_yy,u_zz,u2,u_xy,u_xz,u_yz,u_xxx,u_yyy,u_zzz
0.0,-5.7029305,0.9139312,0.18278624,0.36557248,-0.36557248,-1.7913051,-1.6816334,-1.6816334,0.8352702,5.8016405e-05,-5.8016405e-05,-0.00011603281,-1.089406,-2.1349432,2.1349432
1.0,-5.2450047,0.85923254,0.18176073,0.36352146,-0.31395036,-1.6139209,-1.4985727,-1.5376576,0.73828053,8.0299884e-05,-6.9349895e-05,-0.00013869979,-1.0404861,-2.032171,1.7693378
2.0,-4.8332906,0.80887717,0.17975047,0.35950094,-0.26962572,-1.4579761,-1.3381424,-1.4080454,0.6542823,0.0001075717,-8.067877e-05,-0.00016135754,-0.9897372,-1.926215,1.4679623
3.0,-4.4622645,0.7624312,0.17699295,0.3539859,-0.23145232,-1.3203967,-1.1971337,-1.291222,0.58130133,0.0001401135,-9.1612674e-05,-0.00018322535,-0.9386383,-1.8200474,1.2185935
4.0,-4.127143,0.7195122,0.17367537,0.34735075,-0.19848613,-1.1986167,-1.0728518,-1.1857835,0.5176979,0.00017810013,-0.000101771504,-0.00020354301,-0.88820183,-1.7156897,1.0115477
5.0,-3.8237767,0.6797825,0.16994563,0.33989125,-0.16994563,-1.0904845,-0.9630253,-1.0904845,0.4621043,0.00022159985,-0.00011079993,-0.00022159985,-0.83910656,-1.6144835,0.83910656
6.0,-3.5485632,0.6429429,0.16592075,0.3318415,-0.14518066,-0.99418646,-0.86573166,-1.004222,0.4133756,0.00027057892,-0.00011837827,-0.00023675655,-0.7917925,-1.5172857,0.6950845
7.0,-3.298366,0.60872793,0.16169335,0.3233867,-0.12364786,-0.90818757,-0.7793382,-0.9260214,0.37054968,0.00032490955,-0.00012423012,-0.00024846024,-0.74652904,-1.4246069,0.57449764
8.0,-3.0704503,0.5769014,0.15733674,0.31467348,-0.10489116,-0.83118296,-0.7024529,-0.85502183,0.3328152,0.0003843801,-0.0001281267,-0.0002562534,-0.70346427,-1.3367121,0.4733105
9.0,-2.8624249,0.54725266,0.15290883,0.30581766,-0.08852617,-0.7620588,-0.6338852,-0.7904629,0.29948547,0.0004487068,-0.00012988881,-0.00025977762,-0.66266006,-1.2536937,0.38824007
10.0,-2.6721954,0.5195936,0.1484553,0.2969106,-0.07422765,-0.69986075,-0.57261336,-0.7316726,0.26997748,0.0005175456,-0.0001293864,-0.0002587728,-0.6241182,-1.1755236,0.31660366
11.0,-2.4979231,0.49375558,0.14401205,0.2880241,-0.061719447,-0.64376813,-0.5177576,-0.6780567,0.24379458,0.00059050485,-0.00012653676,-0.00025307352,-0.58779913,-1.1020921,0.2562
12.0,-2.3379893,0.46958733,0.13960704,0.27921408,-0.0507662,-0.5930727,-0.46855828,-0.62908924,0.22051227,0.0006671567,-0.000121301215,-0.00024260243,-0.55363524,-1.033235,0.20521559
13.0,-2.1909661,0.44695276,0.13526203,0.27052405,-0.041166704,-0.5471612,-0.4243575,-0.5843041,0.19976678,0.0007470482,-0.00011368125,-0.0002273625,-0.52154094,-0.96875334,0.1621509
14.0,-2.0555918,0.42572922,0.1309936,0.2619872,-0.0327484,-0.505501,-0.38458377,-0.5432876,0.18124536,0.0008297114,-0.00010371392,-0.00020742785,-0.4914198,-0.90842897,0.12576161
15.0,-1.9307481,0.40580586,0.12681432,0.25362864,-0.025362866,-0.46762782,-0.3487394,-0.50567216,0.16467838,0.0009146721,-9.1467205e-05,-0.00018293441,-0.46316952,-0.85203373,0.095011674
16.0,-1.8154421,0.38708246,0.12273347,0.24546693,-0.018882072,-0.43313628,-0.31638983,-0.4711307,0.14983283,0.0010014576,-7.70352e-05,-0.0001540704,-0.4366858,-0.79933727,0.06903582
17.0,-1.7087903,0.36946818,0.11875763,0.23751526,-0.013195292,-0.40167096,-0.28715467,-0.4393718,0.13650672,0.0010896034,-6.053352e-05,-0.00012106704,-0.4118648,-0.75011194,0.047109213
18.0,-1.6100051,0.35288045,0.114891306,0.22978261,-0.008206522,-0.37291962,-0.2607002,-0.41013524,0.12452461,0.0011786585,-4.2094947e-05,-8.4189895e-05,-0.3886048,-0.70413643,0.028622964
19.0,-1.5183828,0.3372442,0.11113729,0.22227459,-0.0038323204,-0.34660727,-0.23673289,-0.3831885,0.11373365,0.00126819,-2.1865344e-05,-4.3730688e-05,-0.3668076,-0.661198,0.013064234
20.0,-1.4332935,0.32249102,0.10749701,0.21499401,-4.3183033e-17,-0.32249102,-0.21499401,-0.35832337,0.10400046,0.0013577862,2.272673e-19,4.545346e-19,-0.34637925,-0.6210938,-0.0
21.0,-1.354172,0.30855843,0.10397078,0.20794156,0.003353896,-0.30035597,-0.19525509,-0.33535317,0.09520831,0.00144706,2.3339677e-05,4.6679354e-05,-0.32723033,-0.5836318,-0.010936221
22.0,-1.2805109,0.29538938,0.10055809,0.20111617,0.0062848805,-0.28001148,-0.17731386,-0.3141103,0.08725489,0.0015356498,4.7989055e-05,9.597811e-05,-0.30927643,-0.5486311,-0.020055285
23.0,-1.2118533,0.28293154,0.09725772,0.19451544,0.0088416105,-0.26128802,-0.160991,-0.29444405,0.08005026,0.0016232211,7.378278e-05,0.00014756556,-0.292438,-0.51592183,-0.0276214
24.0,-1.147787,0.27113703,0.094067946,0.18813589,0.011066817,-0.2440346,-0.14612715,-0.2762187,0.07351528,0.0017094676,0.00010055692,0.00020111384,-0.27664047,-0.48534516,-0.033859573
25.0,-1.08794,0.25996175,0.09098661,0.18197322,0.012998087,-0.22811644,-0.13258049,-0.25931185,0.06758011,0.0017941105,0.00012815076,0.00025630152,-0.26181397,-0.4567528,-0.03896177
26.0,-1.0319754,0.24936529,0.08801127,0.17602254,0.014668546,-0.21341296,-0.12022455,-0.2436129,0.06218304,0.0018768989,0.00015640825,0.0003128165,-0.24789335,-0.43000665,-0.043092027
27.0,-0.97958815,0.23931032,0.08513925,0.1702785,0.016107425,-0.19981615,-0.108946376,-0.22902192,0.05726943,0.001957609,0.00018517923,0.00037035847,-0.23481776,-0.4049782,-0.046390757
28.0,-0.9305014,0.22976251,0.082367696,0.16473539,0.017340567,-0.18722905,-0.09864493,-0.21544836,0.052790813,0.002036043,0.00021432033,0.00042864066,-0.22253059,-0.38154805,-0.048978306
28.0,-0.88446337,0.22069013,0.07969366,0.15938732,0.018390844,-0.17556445,-0.08922965,-0.20281015,0.048704136,0.002112029,0.00024369564,0.00048739128,-0.21097912,-0.35960534,-0.050957967
30.0,-0.84124506,0.21206385,0.07711413,0.15422826,0.019278532,-0.16474383,-0.08061931,-0.19103272,0.04497108,0.0021854183,0.00027317728,0.00054635457,-0.20011435,-0.33904725,-0.05241849
31.0,-0.8006374,0.20385653,0.07462605,0.1492521,0.020021623,-0.1546963,-0.0727409,-0.18004835,0.041557487,0.0022560859,0.00030264567,0.00060529134,-0.1898907,-0.31977835,-0.05343622
32.0,-0.7624499,0.19604304,0.07222638,0.14445277,0.02063611,-0.14535786,-0.0655287,-0.16979535,0.038432874,0.0023239278,0.0003319897,0.0006639794,-0.18026584,-0.30171022,-0.054076895
33.0,-0.72650826,0.18860005,0.06991209,0.13982418,0.021136213,-0.13667056,-0.0589235,-0.16021754,0.03556998,0.00238886,0.00036110677,0.00072221353,-0.17120044,-0.28476083,-0.05439716
34.0,-0.6926529,0.18150592,0.06768017,0.13536035,0.021534601,-0.1285819,-0.052871875,-0.15126362,0.0329444,0.0024508177,0.0003899028,0.0007798056,-0.16265795,-0.2688542,-0.054445855
35.0,-0.66073763,0.17474052,0.0655277,0.1310554,0.021842565,-0.12104422,-0.04732556,-0.14288679,0.030534253,0.0025097525,0.0004182921,0.0008365842,-0.1546044,-0.25391984,-0.054265123
36.0,-0.63062835,0.16828515,0.063451774,0.12690355,0.022070184,-0.11401421,-0.042240884,-0.1350442,0.028319892,0.0025656326,0.00044619697,0.00089239393,-0.14700827,-0.2398924,-0.053891342
37.0,-0.6022019,0.16212235,0.061449602,0.122899204,0.022226451,-0.10745245,-0.037578307,-0.12769666,0.026283657,0.0026184404,0.00047354776,0.0009470955,-0.1398402,-0.2267113,-0.053355914
38.0,-0.57534486,0.15623589,0.05951843,0.11903686,0.022319412,-0.101323046,-0.03330198,-0.120808244,0.02440965,0.002668172,0.0005002822,0.0010005644,-0.13307296,-0.21432033,-0.052685957
39.0,-0.54995286,0.15061057,0.05765561,0.11531122,0.022356257,-0.09559322,-0.029379357,-0.114346005,0.022683544,0.0027148344,0.00052634545,0.0010526909,-0.12668116,-0.20266736,-0.051904887
40.0,-0.52592987,0.14523226,0.055858564,0.11171713,0.022343425,-0.090233065,-0.025780875,-0.108279675,0.02109241,0.0027584468,0.00055168936,0.0011033787,-0.120641276,-0.19170395,-0.051032912
41.0,-0.50318694,0.14008771,0.0541248,0.1082496,0.022286681,-0.085215196,-0.022479638,-0.10258144,0.019624567,0.002799037,0.0005762723,0.0011525446,-0.11493132,-0.18138516,-0.050087474
42.0,-0.4816422,0.13516453,0.05245191,0.10490382,0.022191191,-0.08051458,-0.019451166,-0.097225726,0.01826945,0.0028366419,0.0006000588,0.0012001176,-0.109530896,-0.17166929,-0.049083613
43.0,-0.46121976,0.13045113,0.05083757,0.10167514,0.022061586,-0.07610825,-0.016673144,-0.09218894,0.017017497,0.0028713057,0.0006230192,0.0012460384,-0.10442097,-0.16251752,-0.048034288
44.0,-0.4418495,0.12593663,0.04927955,0.0985591,0.021902023,-0.07197513,-0.014125217,-0.08744938,0.015860034,0.0029030798,0.00064512884,0.0012902577,-0.09958382,-0.1538938,-0.04695065
45.0,-0.42346632,0.12161084,0.04777569,0.09555138,0.021716222,-0.06809587,-0.011788807,-0.082986996,0.014789198,0.0029320212,0.0006663684,0.0013327368,-0.095002934,-0.1457646,-0.045842282
46.0,-0.40601,0.117464215,0.046323914,0.09264783,0.021507531,-0.06445269,-0.009646932,-0.07878327,0.013797841,0.0029581913,0.000686723,0.001373446,-0.09066291,-0.13809875,-0.044717405
47.0,-0.38942453,0.11348774,0.044922233,0.089844465,0.021278951,-0.061029214,-0.007684066,-0.07482113,0.012879468,0.0029816565,0.0007061818,0.0014123636,-0.08654939,-0.1308672,-0.04358306
48.0,-0.37365788,0.10967299,0.043568723,0.087137446,0.021033177,-0.057810366,-0.0058859964,-0.07108473,0.012028165,0.003002487,0.0007247382,0.0014494763,-0.08264894,-0.12404291,-0.042445257
49.0,-0.35866174,0.10601202,0.04226155,0.0845231,0.020772625,-0.054782234,-0.0042397063,-0.06755943,0.011238548,0.0030207548,0.0007423889,0.0014847778,-0.078949064,-0.1176007,-0.04130911
50.0,-0.34439105,0.10249734,0.040998936,0.08199787,0.020499468,-0.051931985,-0.0027332625,-0.064231664,0.010505705,0.0030365353,0.00075913384,0.0015182677,-0.075438045,-0.11151711,-0.04017896
51.0,-0.33080396,0.09912192,0.03977919,0.07955838,0.020215655,-0.04924777,-0.0013557187,-0.06108886,0.009825154,0.0030499059,0.0007749761,0.0015499522,-0.072104946,-0.10577022,-0.039058458
52.0,-0.31786132,0.095879115,0.038600683,0.07720137,0.019922933,-0.04671863,-9.702727e-05,-0.058119334,0.009192804,0.0030609446,0.00078992115,0.0015798423,-0.06893955,-0.100339636,-0.037950683
53.0,-0.30552673,0.092762664,0.037461847,0.074923694,0.019622872,-0.044334423,0.001052042,-0.055312254,0.008604912,0.0030697307,0.0008039771,0.0016079542,-0.065932296,-0.09520629,-0.036858197
54.0,-0.2937661,0.08976667,0.03636118,0.07272236,0.019316878,-0.042085767,0.0020999731,-0.05265755,0.008058054,0.0030763445,0.00081715395,0.0016343079,-0.06307421,-0.09035238,-0.035783116
55.0,-0.28254768,0.086885534,0.03529725,0.0705945,0.019006211,-0.039963953,0.0030545697,-0.05014585,0.0075490964,0.0030808656,0.0008294638,0.0016589276,-0.060356915,-0.08576129,-0.034727167
56.0,-0.2718417,0.084114,0.03426867,0.06853734,0.018692,-0.037960917,0.0039230124,-0.047768448,0.0070751654,0.0030833748,0.0008409204,0.0016818407,-0.057772554,-0.08141746,-0.033691753
57.0,-0.2616203,0.08144709,0.033274114,0.06654823,0.018375257,-0.036069166,0.004711915,-0.04551722,0.0066336277,0.0030839513,0.0008515388,0.0017030776,-0.055313762,-0.0773064,-0.03267798
57.0,-0.25185746,0.07888007,0.03231232,0.06462464,0.018056883,-0.03428174,0.0054273703,-0.04338461,0.006222065,0.0030826742,0.0008613355,0.001722671,-0.052973628,-0.07341448,-0.031686697
59.0,-0.24252874,0.07640849,0.031382058,0.062764116,0.017737685,-0.032592185,0.006074995,-0.041363567,0.0058382573,0.0030796223,0.00087032805,0.0017406561,-0.05074567,-0.069729015,-0.030718548
60.0,-0.23361124,0.07402813,0.03048217,0.06096434,0.017418383,-0.030994475,0.0066599697,-0.039447512,0.0054801633,0.0030748725,0.00087853504,0.0017570701,-0.048623804,-0.06623807,-0.029773982
61.0,-0.22508349,0.071734965,0.029611526,0.059223052,0.017099613,-0.029483013,0.0071870754,-0.037630305,0.0051459055,0.0030685014,0.0008859757,0.0017719514,-0.04660232,-0.0629305,-0.028853286
62.0,-0.21692531,0.06952522,0.028769057,0.057538114,0.01678195,-0.028052587,0.007660726,-0.03590621,0.0048337565,0.0030605833,0.0008926701,0.0017853403,-0.04467585,-0.059795853,-0.027956614
63.0,-0.20911774,0.06739529,0.027953729,0.055907458,0.016465895,-0.026698334,0.0080849985,-0.034269862,0.0045421254,0.0030511918,0.0008986387,0.0017972774,-0.04283934,-0.05682433,-0.027083995
64.0,-0.20164296,0.065341756,0.02716455,0.0543291,0.016151896,-0.025415724,0.008463659,-0.03271625,0.0042695454,0.003040399,0.0009039024,0.0018078048,-0.041088056,-0.054006737,-0.02623536
65.0,-0.19448423,0.06336138,0.026400575,0.05280115,0.015840344,-0.024200527,0.008800192,-0.03124068,0.0040146643,0.0030282747,0.0009084824,0.0018169648,-0.039417524,-0.051334452,-0.025410553
66.0,-0.18762577,0.061451074,0.025660887,0.051321775,0.01553159,-0.02304879,0.009097816,-0.02983876,0.0037762343,0.003014888,0.00091240025,0.0018248005,-0.037823547,-0.04879938,-0.024609346
67.0,-0.1810527,0.05960791,0.024944615,0.04988923,0.015225934,-0.021956826,0.0093595125,-0.028506372,0.0035531032,0.003000305,0.00091567746,0.0018313549,-0.036302168,-0.04639392,-0.023831448
68.0,-0.17475104,0.057829116,0.024250919,0.048501838,0.014923642,-0.020921182,0.0095880395,-0.02723966,0.0033442064,0.002984591,0.0009183357,0.0018366714,-0.034849655,-0.04411093,-0.023076518
69.0,-0.1687076,0.056112032,0.023578992,0.047157984,0.014624944,-0.019938631,0.009785948,-0.026035005,0.00314856,0.0029678093,0.00092039653,0.0018407931,-0.033462502,-0.041943707,-0.02234417
70.0,-0.16290991,0.054454144,0.022928061,0.045856122,0.014330038,-0.019006155,0.0099556055,-0.024889013,0.0029652538,0.002950021,0.0009218815,0.001843763,-0.032137394,-0.039885934,-0.02163399
71.0,-0.15734622,0.05285305,0.022297382,0.044594765,0.014039092,-0.018120924,0.0100992,-0.023798497,0.0027934453,0.0029312854,0.0009228121,0.0018456242,-0.030871203,-0.037931677,-0.02094553
72.0,-0.15200545,0.051306475,0.021686243,0.043372486,0.013752251,-0.017280288,0.010218763,-0.022760466,0.0026323544,0.0029116601,0.0009232093,0.0018464186,-0.02966099,-0.03607536,-0.020278322
73.0,-0.14687711,0.049812235,0.021093957,0.042187914,0.0134696355,-0.01648176,0.0103161745,-0.021772107,0.002481259,0.0028912008,0.0009230943,0.0018461886,-0.028503967,-0.034311723,-0.019631881
74.0,-0.1419513,0.04836826,0.020519868,0.041039735,0.013191343,-0.015723016,0.01039318,-0.020830775,0.0023394884,0.0028699613,0.0009224876,0.0018449752,-0.02739751,-0.032635823,-0.01900571
75.0,-0.13721861,0.046972565,0.01996334,0.03992668,0.012917456,-0.015001863,0.010451396,-0.019933984,0.002206422,0.0028479933,0.00092140964,0.0018428193,-0.026339132,-0.031042995,-0.018399302
76.0,-0.13267021,0.045623273,0.01942377,0.03884754,0.012648036,-0.014316252,0.010492324,-0.019079393,0.002081483,0.002825347,0.00091988046,0.0018397609,-0.025326492,-0.029528853,-0.017812144
77.0,-0.12829767,0.044318575,0.01890057,0.03780114,0.012383131,-0.013664255,0.010517355,-0.0182648,0.0019641363,0.0028020707,0.00091791974,0.0018358395,-0.024357373,-0.028089255,-0.017243724
78.0,-0.12409308,0.04305676,0.01839318,0.03678636,0.012122776,-0.013044059,0.010527781,-0.01748813,0.0018538845,0.0027782107,0.0009155467,0.0018310935,-0.023429675,-0.0267203,-0.016693529
79.0,-0.12004887,0.04183618,0.017901057,0.035802115,0.011866993,-0.012453961,0.010524801,-0.01674743,0.001750266,0.0027538117,0.0009127803,0.0018255606,-0.022541413,-0.02541831,-0.016161043
80.0,-0.11615792,0.04065527,0.017423688,0.034847375,0.011615791,-0.011892358,0.010509525,-0.016040856,0.001652851,0.0027289167,0.0009096389,0.0018192778,-0.021690713,-0.02417981,-0.015645761
81.0,-0.112413436,0.039512534,0.016960569,0.033921137,0.0113691725,-0.011357743,0.010482989,-0.015366669,0.0015612403,0.0027035668,0.0009061405,0.001812281,-0.020875795,-0.023001526,-0.015147176
82.0,-0.10880901,0.038406536,0.01651122,0.03302244,0.011127127,-0.010848697,0.010446148,-0.014723232,0.001475062,0.0026778015,0.00090230274,0.0018046055,-0.020094974,-0.02188036,-0.014664793
83.0,-0.105338536,0.037335906,0.016075183,0.032150365,0.010889639,-0.010363883,0.010399894,-0.014108997,0.0013939699,0.0026516593,0.00089814264,0.0017962853,-0.019346654,-0.020813392,-0.0141981235
84.0,-0.10199622,0.036299337,0.015652008,0.031304017,0.0106566865,-0.009902041,0.010345051,-0.013522504,0.0013176419,0.002625176,0.0008936769,0.0017873538,-0.018629327,-0.01979786,-0.013746685
85.0,-0.09877656,0.035295572,0.01524127,0.03048254,0.010428238,-0.009461985,0.010282388,-0.012962372,0.0012457775,0.0025983865,0.0008889217,0.0017778435,-0.017941557,-0.018831156,-0.013310008
86.0,-0.09567433,0.034323417,0.014842558,0.029685115,0.010204258,-0.009042595,0.010212616,-0.012427299,0.0011780967,0.0025713244,0.0008838927,0.0017677854,-0.017281985,-0.017910814,-0.012887628
87.0,-0.092684545,0.03338171,0.014455474,0.028910948,0.009984708,-0.008642814,0.010136395,-0.011916053,0.0011143388,0.002544021,0.00087860523,0.0017572105,-0.01664932,-0.017034503,-0.012479095
88.0,-0.089802496,0.032469366,0.014079636,0.028159272,0.009769543,-0.008261647,0.01005434,-0.011427467,0.0010542596,0.0025165074,0.000873074,0.001746148,-0.016042339,-0.016200017,-0.012083966
89.0,-0.087023675,0.031585317,0.013714678,0.027429355,0.009558715,-0.007898152,0.00996702,-0.010960441,0.0009976323,0.0024888122,0.0008673133,0.0017346266,-0.01545988,-0.015405268,-0.011701813
90.0,-0.0843438,0.030728562,0.013360244,0.026720488,0.009352171,-0.0075514424,0.009874963,-0.0105139315,0.0009442445,0.002460963,0.00086133706,0.0017226741,-0.014900839,-0.014648283,-0.011332215
91.0,-0.0817588,0.029898126,0.013015995,0.02603199,0.009149858,-0.0072206776,0.00977866,-0.010086952,0.00089389796,0.0024329866,0.00085515867,0.0017103173,-0.014364169,-0.0139271915,-0.010974763
92.0,-0.07926478,0.029093083,0.0126816,0.0253632,0.008951718,-0.0069050645,0.009678567,-0.009678567,0.00084640743,0.002404908,0.0008487911,0.0016975822,-0.013848874,-0.013240224,-0.010629062
93.0,-0.07685805,0.02831254,0.012356744,0.024713488,0.008757692,-0.006603853,0.009575104,-0.009287892,0.0008015999,0.002376751,0.00084224675,0.0016844935,-0.013354007,-0.012585704,-0.010294722
94.0,-0.07453509,0.027555643,0.012041121,0.024082242,0.008567721,-0.0063163345,0.009468664,-0.008914088,0.0007593134,0.0023485385,0.00083553774,0.0016710755,-0.012878668,-0.011962043,-0.009971373
